task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
minimax-m2.5,minimax-m2.5,-0.4920499293405324,alg1,0.15,0.015,0.03,0.105,prop_127,9629,9629,-0.6680891619031628,-0.3341098730839065,True,0.3339792888192563,0.3339792888192563,-0.545249565229214,-0.4417585272006424,-0.12283959667394889,0.10764865411673591,0.10349103802857157,0.0976865232646095,0.1328017275260753,-85.47782765339127,-116.05897457356473,-58.04082969189456,-0.5226679806672688,-0.4614318780137959,-90.79672794852414,-80.1589273582584,74,73,74,True,74
model-71,model-71,0.1322268799303302,alg1,0.15,0.015,0.03,0.105,prop_127,9531,9531,-0.0815490787472584,0.24327611889384992,True,0.32482519764110834,0.32482519764110834,0.03296891871786235,0.1331212595468504,-0.11451799746512076,0.11015485934699953,0.10015234082898804,0.09155676068813459,0.1331160961239857,22.970161725210495,-14.16652596169123,42.26139040577538,0.10257394598860736,0.16187981387205302,17.818919491957747,28.121403958463244,28,14,54,True,74
qwen3.5-122b-a10b,qwen3.5-122b-a10b,-0.07529516190418056,alg1,0.15,0.015,0.03,0.105,prop_127,5334,5334,-0.22668741896996183,0.1269810414315652,True,0.353668460401527,0.353668460401527,-0.11513017481502877,0.01891562929438411,-0.11155724415493307,0.10806541213718107,0.13404580410941289,0.08749171672200332,0.13213093957011082,-13.080109331599024,-39.37963807021798,22.058866240022784,-0.11499195283787075,-0.03559837097049037,-19.9761482323065,-6.18407043089155,54,29,69,True,74
qwen3.5-27b,qwen3.5-27b,-0.08561406725278693,alg1,0.15,0.015,0.03,0.105,prop_127,5078,5078,-0.2254952709800386,0.13582844816508113,True,0.36132371914511974,0.36132371914511974,-0.10954172495987419,0.027810593485002442,-0.11595354602016442,0.10801785468007868,0.13735231844487664,0.08272713022513356,0.14124427047510954,-14.872686792471704,-39.172540752763695,23.595818209430643,-0.12631215595269907,-0.04491597855287478,-21.942668931024073,-7.80270465391933,57,26,68,True,74
qwen3.5-35b-a3b,qwen3.5-35b-a3b,-0.1646405601327268,alg1,0.15,0.015,0.03,0.105,prop_127,5552,5552,-0.33439379050498735,0.015546037826192835,True,0.3499398283311802,0.3499398283311802,-0.22625658277455468,-0.09425234161224072,-0.10813720773043269,0.10979837943843355,0.13200424116231396,0.08589448750116024,0.132041099667706,-28.600994705241504,-58.090151199611206,2.700623377349909,-0.20371149296352578,-0.1255696273019278,-35.388310917732944,-21.813678492750064,66,45,72,True,74
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.08270916203730916,alg1,0.15,0.015,0.03,0.105,prop_127,7991,7991,-0.03686718218010948,0.30072276467144027,True,0.33758994685154975,0.33758994685154975,0.08495952777729054,0.19440677655754857,-0.12182670995740003,0.1063159881138917,0.10944724878025802,0.0911632055952998,0.13697949247599192,14.368053070258114,-6.404485513657378,52.24089491179867,0.050345232788079945,0.11507309128653836,8.745862715999115,19.99024342451711,35,9,50,True,74
qwen3.5-flash,qwen3.5-flash,-0.18995811563392023,alg1,0.15,0.015,0.03,0.105,prop_127,8359,8359,-0.32523933720401155,-0.0013529814747878788,True,0.32388635572922364,0.32388635572922364,-0.21121493177630946,-0.10368856475715443,-0.11402440542770208,0.10233558328236655,0.10752636701915502,0.08431753994664049,0.13204244876342813,-32.99910456502055,-56.499859778229286,-0.23503695544707975,-0.22183469695362207,-0.1580815343142184,-38.53663391265527,-27.461575217385843,68,47,72,True,74
claude-sonnet-4-6,claude-sonnet-4-6,0.20953231618357362,alg1,0.15,0.015,0.03,0.105,prop_127,9402,9402,0.02649822094301864,0.3462248978113315,True,0.31972667686831285,0.31972667686831285,0.14436773357225796,0.24543430501761498,-0.11786951262923932,0.10079059279371648,0.10106657144535702,0.09555989953384095,0.12310020588911486,36.399491479573385,4.60321245432247,60.1454250467914,0.17961023606653273,0.23945439630061452,31.201493766814234,41.59748919233253,17,4,41,True,74
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.30324143716566043,alg1,0.15,0.015,0.03,0.105,prop_127,12324,12324,0.14367144205383023,0.44915920464329356,True,0.3054877625894633,0.3054877625894633,0.24801706574576993,0.33672466490473657,-0.1043456236919397,0.11243453973855701,0.08870759915896664,0.0858332461788141,0.13094691725168262,52.678433138183195,24.958285796424505,78.02694562905434,0.2769746310779123,0.32950824325340855,48.11542156173049,57.2414447146359,8,1,25,True,74
kimi-k2.5-instant-20260302,kimi-k2.5-instant-20260302,0.11495553039938437,alg1,0.15,0.015,0.03,0.105,prop_127,8018,8018,-0.060970406352523716,0.26415825350739386,True,0.32512865985991757,0.32512865985991757,0.05100655710692411,0.1602139642656484,-0.11197696345944783,0.10394428924174542,0.10920740715872429,0.08210152745211319,0.13381972524908006,19.96982100668566,-10.591644415320008,45.88898873898459,0.08263627739609662,0.14727478340267214,14.355391711260472,25.58425030211085,32,11,52,True,74
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,-0.08802417070467053,alg1,0.15,0.015,0.03,0.105,prop_127,9540,9540,-0.2243731935761983,0.09794872229348767,True,0.32232191586968595,0.32232191586968595,-0.10683973400945876,-0.006557799619003206,-0.11753345956673955,0.10450652191249088,0.10028193439045555,0.08198057651911306,0.14005940496011737,-15.291364644459314,-38.97761594286123,17.015435840614288,-0.11772957904602249,-0.05831876236331856,-20.451722614592107,-10.131006674326517,58,34,68,True,74
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.24238208989071588,alg1,0.15,0.015,0.03,0.105,prop_127,9356,9356,0.010169301881767207,0.3345032002702324,True,0.32433389838846516,0.32433389838846516,0.1286387085373793,0.22989303148295986,-0.11846940665561209,0.10461016878727254,0.10125432294558057,0.0903019748961453,0.13277760054673934,42.10608166068635,1.7665886768239412,58.1091576225361,0.21234936204565574,0.272414817735776,36.888862468841644,47.32330085253105,14,8,44,True,74
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.1607381044435049,alg1,0.15,0.015,0.03,0.105,prop_127,9771,9771,-0.04496909996545495,0.2733752833240662,True,0.31834438328952114,0.31834438328952114,0.0737555386897199,0.17271960261348487,-0.11872463865517485,0.1006556807105813,0.09896406392376497,0.08765715955307837,0.13172315981267776,27.923068716561094,-7.811932788461119,47.490150814552,0.13143092118409216,0.19004528770291762,22.83188952868497,33.01424790443722,22,11,50,True,74
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.15067236527504113,alg1,0.15,0.015,0.03,0.105,prop_127,9559,9559,-0.026093961353836334,0.30391264526973844,True,0.3300066066235748,0.3300066066235748,0.09254115341814147,0.19262298092251562,-0.1186351147719778,0.11128966434722282,0.10008182750437415,0.09471955831535711,0.1352052208038435,26.174470725704598,-4.532985370787131,52.795033928507124,0.12105201328952979,0.18029271726055246,21.028888557968756,31.32005289344044,23,9,50,True,74
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.11627924882517607,alg1,0.15,0.015,0.03,0.105,prop_127,9228,9228,-0.027280578136955502,0.2861920939809709,True,0.3134726721179264,0.3134726721179264,0.08642742537550058,0.18828754797929215,-0.11370800351245608,0.09790454600167875,0.10186012260379157,0.08217158389621163,0.1294409656179232,20.199774449851656,-4.739121819204107,49.716658872109,0.08614830594232767,0.14641019170802447,14.96549355842641,25.434055341276906,30,9,50,True,74
gpt-5.3-chat-latest,gpt-5.3-chat-latest,-0.23845227379390127,alg1,0.15,0.015,0.03,0.105,prop_127,6010,6010,-0.42239120094769417,-0.06954967912780871,True,0.3528415218198855,0.3528415218198855,-0.3039257361759265,-0.17639233091426526,-0.11846546477176767,0.10684265178645655,0.12753340526166124,0.09238557464190447,0.13292254191631975,-41.423402682389884,-73.37686711042846,-12.082016745339637,-0.2761859256984934,-0.20071862188930917,-47.978409404078874,-34.86839596070089,70,54,72,True,74
mistral-small-2603,mistral-small-2603,-0.22335197400876872,alg1,0.15,0.015,0.03,0.105,prop_127,9528,9528,-0.35385500458890257,-0.03034502602156902,True,0.32350997856733354,0.32350997856733354,-0.2421654044362074,-0.1411822767267398,-0.11168960015269518,0.11083725070517078,0.1009831277094676,0.09013664020070611,0.13239021065715983,-38.80021193368271,-61.4709103547241,-5.271470941751205,-0.25329734118918484,-0.1934066068283526,-44.0022550236913,-33.598168843674124,69,51,72,True,74
gpt-5.4-mini-high,gpt-5.4-mini-high,-0.07179612722188011,alg1,0.15,0.015,0.03,0.105,prop_127,9528,9528,-0.2606567679295614,0.06946993375153937,True,0.33012670168110075,0.33012670168110075,-0.14035667619086706,-0.03988374130571568,-0.1203000917386943,0.10935367505725505,0.10047293488515138,0.09981751888696497,0.12983624790898438,-12.472264749794551,-45.280718393018006,12.068163554591207,-0.10150769476014475,-0.04208455968361548,-17.633692682020197,-7.310836817568905,53,38,70,True,74
gpt-5.4-nano-high,gpt-5.4-nano-high,-0.2881716646644587,alg1,0.15,0.015,0.03,0.105,prop_127,9524,9524,-0.4782392288105729,-0.14966562471768782,True,0.32857360409288505,0.32857360409288505,-0.3630420712567511,-0.2610885663598898,-0.11519715755382182,0.11142294164220198,0.10195350489686128,0.09680062033098472,0.12981947886503908,-50.06054552185949,-83.07866324083939,-25.999581978197902,-0.3182761034402475,-0.2580672258886699,-55.290222178307225,-44.830868865411745,72,66,72,True,74
model-14,model-14,0.05956965416773952,alg1,0.15,0.015,0.03,0.105,prop_127,5141,5141,-0.09331706940132803,0.27136056042790013,True,0.36467762982922813,0.36467762982922813,0.02458367370926924,0.16093598179144547,-0.11790074311059727,0.11042457863645463,0.13635230808217624,0.09281810096279597,0.13550722078425592,10.348308837573729,-16.21083532335182,47.14015760000438,0.019227964852636656,0.09991134348284239,3.340239613491909,17.356378061655548,40,11,59,True,74
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg1,0.15,0.015,0.03,0.105,prop_127,7907,7907,-0.05060842646477981,0.2872693382793144,True,0.3378777647440942,0.3378777647440942,0.07041357006767313,0.18041854751726782,-0.12102199653245294,0.10685079076204657,0.1100049774495947,0.09505005556644083,0.13282273172805867,11.194109011634678,-8.791584140584146,49.903795373881934,0.03190316655651788,0.09697377614118374,5.542147676294433,16.846070346974926,37,10,51,True,74
