task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg4,0.15,0.0,0.0,0.15,prop_127,7907,7907,0.055489363098742805,0.1846582084196874,True,0.12916884532094458,0.12916884532094458,0.12541605879247048,0.12541605879247048,-0.06992669569372767,0.05924214962721691,0.0,0.0,0.12916884532094458,11.194109011634678,9.63948967924397,32.07841638192433,0.03190316655651788,0.09697377614118374,5.542147676294433,16.846070346974926,37,20,40,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg4,0.15,0.0,0.0,0.15,prop_127,9552,9552,0.24755114423037355,0.37849356683124086,True,0.1309424226008673,0.1309424226008673,0.31374211516687045,0.31374211516687045,-0.0661909709364969,0.06475145166437041,0.0,0.0,0.1309424226008673,58.39384812135388,43.0040383712349,65.75106700427503,0.3062699165143346,0.3660141045196044,53.20453388605805,63.58316235664971,7,3,13,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg4,0.15,0.0,0.0,0.15,prop_127,9533,9533,0.25663879191729555,0.3821496246370991,True,0.12551083271980357,0.12551083271980357,0.32387137025795065,0.32387137025795065,-0.0672325783406551,0.05827825437914849,0.0,0.0,0.12551083271980357,58.44714496050263,44.58272446879933,66.38618929651645,0.30653576107747355,0.3663618624931035,53.250715816784144,63.6435741042211,5,3,12,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg4,0.15,0.0,0.0,0.15,prop_127,11514,11514,-0.16902782835657262,-0.03513415849280018,True,0.13389366986377244,0.13389366986377244,-0.09522057545722121,-0.09522057545722121,-0.07380725289935142,0.060086416964421026,0.0,0.0,0.13389366986377244,-19.1448094325094,-29.363141257339795,-6.103428463894955,-0.13725430554498183,-0.08315845849255787,-23.843515006259402,-14.446103858759397,60,51,66,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,alg4,0.15,0.0,0.0,0.15,prop_127,7382,7382,0.09887290524611042,0.23453269277438393,True,0.1356597875282735,0.1356597875282735,0.1704922054539001,0.1704922054539001,-0.07161930020778967,0.06404048732048384,0.0,0.0,0.1356597875282735,25.644109545624005,17.175982863251534,40.74250171913024,0.11392054366201028,0.18131817815229045,19.790025395131813,31.4981936961162,25,15,33,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,alg4,0.15,0.0,0.0,0.15,prop_127,9097,9097,-0.05292370302015852,0.08101221167752917,True,0.1339359146976877,0.1339359146976877,0.016389479052914997,0.016389479052914997,-0.06931318207307352,0.06462273262461418,0.0,0.0,0.1339359146976877,-2.06973965371039,-9.193788873416525,14.07326259933164,-0.042266330067860826,0.01843757170279981,-7.3424135675093805,3.2029342600886004,49,36,52,True,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,alg4,0.15,0.0,0.0,0.15,prop_127,6096,6096,-0.0016269983849768327,0.118330694916945,False,0.11995769330192184,0.11995769330192184,0.05866391008112076,0.05866391008112076,-0.060290908466097595,0.059666784835824244,0.0,0.0,0.11995769330192184,-2.818193412535131,-0.2826385682643764,20.556147136882554,-0.053294617623329106,0.02084896691894205,-9.258223339582251,3.62183651451199,49,32,47,False,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,alg4,0.15,0.0,0.0,0.15,prop_127,11296,11296,0.12484674062505738,0.2456698237642319,False,0.12082308313917453,0.12082308313917453,0.1876304613292389,0.1876304613292389,-0.06278372070418153,0.058039362434993004,0.0,0.0,0.12082308313917453,45.65688543768911,21.688100214827582,42.677219532380114,0.23545445901988513,0.2901898599869143,40.90262891674058,50.41114195863766,12,13,28,False,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,alg4,0.15,0.0,0.0,0.15,prop_127,11577,11577,0.11583803785611205,0.2464053961822628,True,0.13056735832615074,0.13056735832615074,0.18420136574049759,0.18420136574049759,-0.06836332788438554,0.0622040304417652,0.0,0.0,0.13056735832615074,37.804626782081286,20.12312825416378,42.80500154925653,0.19064641918149267,0.24459543119162647,33.11867513805461,42.49057842610796,16,14,30,True,74
gpt-5.5-xhigh,gpt-5.5-xhigh,0.21203141446071877,alg4,0.15,0.0,0.0,0.15,prop_127,4590,4590,0.10521082582932997,0.22989467774970376,True,0.12468385192037379,0.12468385192037379,0.1688813146587614,0.1688813146587614,-0.06367048882943144,0.06101336309094235,0.0,0.0,0.12468385192037379,36.833629316172605,18.276992437664852,39.93679598624905,0.16917972024245195,0.25488310867898556,29.3895275804931,44.27773105185211,18,16,33,True,74
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.23239876229690287,alg4,0.15,0.0,0.0,0.15,prop_127,6319,6319,0.1017611863268818,0.23069758703057652,False,0.12893640070369472,0.12893640070369472,0.17138402398210362,0.17138402398210362,-0.06962283765522181,0.05931356304847289,0.0,0.0,0.12893640070369472,40.37180002667616,17.67772867747736,40.07627561430983,0.19586201465321532,0.2689355099405904,34.02471687133811,46.71888318201422,15,15,33,True,74
deepseek-v4-ch3-text,deepseek-v4-ch3-text,0.018084013134240497,alg4,0.15,0.0,0.0,0.15,prop_127,6783,6783,-0.017208986429404605,0.11525127816918593,True,0.13246026459859053,0.13246026459859053,0.05240691990097662,0.05240691990097662,-0.06961590633038123,0.0628443582682093,0.0,0.0,0.13246026459859053,3.141514845946631,-2.9895071381753455,20.021197656469663,-0.01704198549412486,0.053210011762605855,-2.9604961043094757,9.243525796202738,43,31,48,True,74
deepseek-v4-ch3-thinking-text,deepseek-v4-ch3-thinking-text,-0.05540809104129069,alg4,0.15,0.0,0.0,0.15,prop_127,6563,6563,-0.07038479950227079,0.05837055527622466,True,0.12875535477849545,0.12875535477849545,-0.0007667741145915968,-0.0007667741145915968,-0.0696180253876792,0.05913732939081626,0.0,0.0,0.12875535477849545,-9.62537127681022,-12.22709201348118,10.140004024837245,-0.0911648842788867,-0.019651297803694692,-15.836962474267601,-3.4137800793528386,52,41,52,True,74
deepseek-v4-pro-ch1-text,deepseek-v4-pro-ch1-text,0.13209580533506468,alg4,0.15,0.0,0.0,0.15,prop_127,6339,6339,0.05096047953691281,0.1799232298161363,True,0.1289627502792235,0.1289627502792235,0.12058041826168654,0.12058041826168654,-0.06961993872477373,0.05934281155444973,0.0,0.0,0.1289627502792235,22.94739173583389,8.852742023209926,31.25586635014345,0.09573958354394552,0.16845202712618385,16.631669133140363,29.263114338527416,26,20,40,True,74
deepseek-v4-pro-ch1-thinking-text,deepseek-v4-pro-ch1-thinking-text,0.09851983040291218,alg4,0.15,0.0,0.0,0.15,prop_127,6053,6053,0.037282352728159315,0.16440982549948846,True,0.12712747277132913,0.12712747277132913,0.10690117969736566,0.10690117969736566,-0.06961882696920635,0.05750864580212281,0.0,0.0,0.12712747277132913,17.11464748081159,6.4766080248840945,28.560911994041753,0.06132485422439994,0.13571480658142443,10.653218317271287,23.5760766443519,33,22,41,True,74
mimo-v2.5-pro-text,mimo-v2.5-pro-text,0.19325492366215288,alg4,0.15,0.0,0.0,0.15,prop_127,9056,9056,0.15370064208435993,0.28200364736093786,True,0.12830300527657792,0.12830300527657792,0.22432269005044222,0.22432269005044222,-0.07062204796608229,0.057680957310495606,0.0,0.0,0.12830300527657792,33.57181877884287,26.700536288889698,48.989051170178335,0.16279182277919765,0.2237180245451081,28.279836132791054,38.86380142489468,19,11,25,True,74
model-61,model-61,0.3482471450265964,alg4,0.15,0.0,0.0,0.15,prop_127,4621,4621,0.2586631837867139,0.38929128738584023,True,0.13062810359912636,0.13062810359912636,0.32828145257987756,0.32828145257987756,-0.06961826879316368,0.06100983480596267,0.0,0.0,0.13062810359912636,60.49672536944492,44.9343973560386,67.62682318587336,0.30516246612348275,0.3913318239297101,53.01215004856663,67.98130069032321,4,3,13,True,74
gpt-5.5-instant,gpt-5.5-instant,-0.048831754477990395,alg4,0.15,0.0,0.0,0.15,prop_127,20324,20324,-0.1707989131278947,-0.04638665703445624,True,0.12441225609343845,0.12441225609343845,-0.10630383638516641,-0.10630383638516641,-0.06449507674272828,0.05991717935071017,0.0,0.0,0.12441225609343845,-8.482944604578254,-29.670810194607018,-8.058187673601202,-0.06914718327981627,-0.02851632567616452,-12.012096055030801,-4.953793154125707,51,51,65,True,74
model-19,model-19,0.07365070387926677,alg4,0.15,0.0,0.0,0.15,prop_127,3770,3770,-0.024057794571123572,0.11083045773878002,True,0.1348882523099036,0.1348882523099036,0.04992510096651724,0.04992510096651724,-0.07398289553764081,0.060905356772262775,0.0,0.0,0.1348882523099036,12.794437713222392,-4.1792669716003905,19.253222489105486,0.026531503550039602,0.12076990420849393,4.608994235351494,20.979881191093288,37,34,50,True,74
model-46,model-46,0.25880870084337976,alg4,0.15,0.0,0.0,0.15,prop_127,4664,4664,0.26633872190192653,0.38943656792039344,False,0.1230978460184669,0.1230978460184669,0.32842627546002273,0.32842627546002273,-0.062087553558096184,0.06101029246037071,0.0,0.0,0.1230978460184669,44.95967625793172,46.26777489566858,67.65206099966713,0.21617176377785463,0.3014456379089049,37.55288166080621,52.36647085505724,11,3,11,True,74
