task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg4,0.1,0.0,0.0,0.1,prop_127,7907,7907,0.04725661793052896,0.20056804824887287,True,0.1533114303183439,0.1533114303183439,0.12541605879247048,0.12541605879247048,-0.07815944086194151,0.07515198945640239,0.0,0.0,0.1533114303183439,11.194109011634678,8.209315360255598,34.84223864023626,0.02726261575136775,0.10161432694633386,4.7360014332270755,17.652216590042283,37,19,41,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg4,0.1,0.0,0.0,0.1,prop_127,9552,9552,0.24207204440422436,0.3846380166228576,True,0.14256597221863326,0.14256597221863326,0.31374211516687045,0.31374211516687045,-0.07167007076264609,0.07089590145598718,0.0,0.0,0.14256597221863326,58.39384812135388,42.05222124311744,66.81846725980732,0.30200922276149433,0.3702747982724447,52.46437557168278,64.32332067102499,7,3,14,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg4,0.1,0.0,0.0,0.1,prop_127,9533,9533,0.24691864346076553,0.39949862412111303,True,0.1525799806603475,0.1525799806603475,0.32387137025795065,0.32387137025795065,-0.07695272679718512,0.07562725386316235,0.0,0.0,0.1525799806603475,58.44714496050263,42.894161733618766,69.40001919349629,0.3022692256190641,0.3706283979515129,52.50954269421143,64.38474722679382,5,3,13,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg4,0.1,0.0,0.0,0.1,prop_127,11514,11514,-0.17199493532653023,-0.02072568791095797,True,0.15126924741557227,0.15126924741557227,-0.09522057545722121,-0.09522057545722121,-0.07677435986930903,0.07449488754626324,0.0,0.0,0.15126924741557227,-19.1448094325094,-29.8785805310475,-3.600420757351192,-0.14111218436610728,-0.07930057967143243,-24.513697199805886,-13.775921665212916,60,49,67,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,alg4,0.1,0.0,0.0,0.1,prop_127,7382,7382,0.09233513300742875,0.24546304751840087,True,0.15312791451097213,0.15312791451097213,0.1704922054539001,0.1704922054539001,-0.07815707244647134,0.07497084206450078,0.0,0.0,0.15312791451097213,25.644109545624005,16.040255500371646,42.64129881935887,0.10911403963514794,0.1861246821791528,18.955050124686984,32.333168966561026,25,14,34,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,alg4,0.1,0.0,0.0,0.1,prop_127,9097,9097,-0.06430424102990828,0.08944421253379911,True,0.1537484535637074,0.1537484535637074,0.016389479052914997,0.016389479052914997,-0.08069372008282329,0.07305473348088412,0.0,0.0,0.1537484535637074,-2.06973965371039,-11.170790816906338,15.53805117664425,-0.046595466402000484,0.02276670803693947,-8.09446157603887,3.95498226861809,49,35,52,True,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,alg4,0.1,0.0,0.0,0.1,prop_127,6096,6096,-0.014001629690692297,0.13389431035987492,False,0.14789594005056722,0.14789594005056722,0.05866391008112076,0.05866391008112076,-0.07266553977181306,0.07523040027875416,0.0,0.0,0.14789594005056722,-2.818193412535131,-2.4323322049281595,23.259824059014033,-0.05858221325429786,0.026136562549910806,-10.17677278160844,4.540385956538179,49,28,49,True,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,alg4,0.1,0.0,0.0,0.1,prop_127,11296,11296,0.11268151569605397,0.24663772976918832,False,0.13395621407313435,0.13395621407313435,0.1876304613292389,0.1876304613292389,-0.07494894563318494,0.05900726843994941,0.0,0.0,0.13395621407313435,45.65688543768911,19.57478419171636,42.84536202716155,0.2315509700154173,0.2940933489913821,40.224523422816425,51.08924745256181,12,13,32,False,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,alg4,0.1,0.0,0.0,0.1,prop_127,11577,11577,0.1114744965716488,0.2611934843383801,True,0.14971898776673126,0.14971898776673126,0.18420136574049759,0.18420136574049759,-0.07272686916884878,0.07699211859788252,0.0,0.0,0.14971898776673126,37.804626782081286,19.365103493604014,45.373955582896755,0.1867990119923079,0.24844283838081124,32.45031205329547,43.158941510867095,16,13,31,True,74
gpt-5.5-xhigh,gpt-5.5-xhigh,0.21203141446071877,alg4,0.1,0.0,0.0,0.1,prop_127,4590,4590,0.09394296619630897,0.24420019802972043,True,0.15025723183341144,0.15025723183341144,0.1688813146587614,0.1688813146587614,-0.07493834846245244,0.07531888337095902,0.0,0.0,0.15025723183341144,36.833629316172605,16.319564733072284,42.42191939359557,0.16306773004055022,0.2609950988808873,28.327766133240036,45.33949249910517,18,14,34,True,74
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.23239876229690287,alg4,0.1,0.0,0.0,0.1,prop_127,6319,6319,0.0976435579764236,0.24919198114723856,True,0.15154842317081496,0.15154842317081496,0.17138402398210362,0.17138402398210362,-0.07374046600568002,0.07780795716513494,0.0,0.0,0.15154842317081496,40.37180002667616,16.962423369024407,43.289080938713944,0.19065073309990907,0.27414679149389665,33.11942454244006,47.62417551091226,15,14,34,True,74
deepseek-v4-ch3-text,deepseek-v4-ch3-text,0.018084013134240497,alg4,0.1,0.0,0.0,0.1,prop_127,6783,6783,-0.02328412197907817,0.12748969541960667,True,0.15077381739868484,0.15077381739868484,0.05240691990097662,0.05240691990097662,-0.0756910418800548,0.07508277551863005,0.0,0.0,0.15077381739868484,3.141514845946631,-4.044866276590349,22.14722848810458,-0.022052050168698788,0.05822007643717978,-3.8308334811678226,10.113863173061086,43,29,50,True,74
deepseek-v4-ch3-thinking-text,deepseek-v4-ch3-thinking-text,-0.05540809104129069,alg4,0.1,0.0,0.0,0.1,prop_127,6563,6563,-0.07371429952073859,0.07299219142421216,True,0.14670649094495075,0.14670649094495075,-0.0007667741145915968,-0.0007667741145915968,-0.07294752540614699,0.07375896553880376,0.0,0.0,0.14670649094495075,-9.62537127681022,-12.805485407688115,12.680042383024482,-0.09626491996957476,-0.01455126211300662,-16.722929417457788,-2.527813136162651,52,36,53,True,74
deepseek-v4-pro-ch1-text,deepseek-v4-pro-ch1-text,0.13209580533506468,alg4,0.1,0.0,0.0,0.1,prop_127,6339,6339,0.04724106150457015,0.19573091579106539,True,0.14848985428649525,0.14848985428649525,0.12058041826168654,0.12058041826168654,-0.07333935675711639,0.07515049752937886,0.0,0.0,0.14848985428649525,22.94739173583389,8.20661293227478,34.0019426663719,0.0905540506165038,0.17363756005362557,15.730849798694145,30.163933672973638,26,19,41,True,74
deepseek-v4-pro-ch1-thinking-text,deepseek-v4-pro-ch1-thinking-text,0.09851983040291218,alg4,0.1,0.0,0.0,0.1,prop_127,6053,6053,0.026407109777539448,0.18091887617725438,True,0.15451176639971492,0.15451176639971492,0.10690117969736566,0.10690117969736566,-0.08049406991982622,0.0740176964798887,0.0,0.0,0.15451176639971492,17.11464748081159,4.587384823759516,31.428827838367706,0.05601968872020557,0.14101997208561878,9.731616675649247,24.497678285973937,33,20,41,True,74
mimo-v2.5-pro-text,mimo-v2.5-pro-text,0.19325492366215288,alg4,0.1,0.0,0.0,0.1,prop_127,9056,9056,0.1441465507385926,0.30070168931489205,True,0.15655513857629946,0.15655513857629946,0.22432269005044222,0.22432269005044222,-0.08017613931184964,0.0763789992644498,0.0,0.0,0.15655513857629946,33.57181877884287,25.04082062846315,52.23723374737745,0.15844683298327966,0.2280630143410261,27.525034095873806,39.61860346181193,19,9,25,True,74
model-61,model-61,0.3482471450265964,alg4,0.1,0.0,0.0,0.1,prop_127,4621,4621,0.253537210102641,0.40313157640115294,True,0.14959436629851192,0.14959436629851192,0.32828145257987756,0.32828145257987756,-0.07474424247723654,0.0748501238212754,0.0,0.0,0.14959436629851192,60.49672536944492,44.043924521888954,70.03112764479195,0.29901724502751825,0.3974770450256746,51.9446158037455,69.04883493514434,4,3,13,True,74
gpt-5.5-instant,gpt-5.5-instant,-0.048831754477990395,alg4,0.1,0.0,0.0,0.1,prop_127,20324,20324,-0.1737023415987972,-0.028447830874375107,True,0.14525451072442208,0.14525451072442208,-0.10630383638516641,-0.10630383638516641,-0.06739850521363078,0.0778560055107913,0.0,0.0,0.14525451072442208,-8.482944604578254,-30.175187380012517,-4.941894388343227,-0.07204479804276447,-0.02561871091321632,-12.515463295922721,-4.4504259132337864,51,51,66,True,74
model-19,model-19,0.07365070387926677,alg4,0.1,0.0,0.0,0.1,prop_127,3770,3770,-0.025620003421409618,0.12458434329313632,True,0.15020434671454594,0.15020434671454594,0.04992510096651724,0.04992510096651724,-0.07554510438792686,0.07465924232661908,0.0,0.0,0.15020434671454594,12.794437713222392,-4.450650444904252,21.6425171294998,0.01981083366784587,0.12749057409068767,3.441494297539448,22.147381128905337,37,31,50,True,74
