task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,-0.08802417070467053,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9540,9540,-0.2371932866996797,0.10952993123650981,True,0.34672321793618954,0.34672321793618954,-0.10979681177310956,-0.003600721855352401,-0.12739647492657014,0.11313065309186221,0.10619608991775716,0.08535300673739368,0.15517412128103866,-15.291364644459314,-41.20469422326675,19.02729789570353,-0.12196649821661712,-0.054081843192723945,-21.187750861015846,-9.394978427902782,58,33,69,True,74
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.24238208989071588,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9356,9356,-0.0016486800428777149,0.3463747031325237,True,0.34802338317540144,0.34802338317540144,0.12565295732829224,0.23287878269204693,-0.12730163737116995,0.11349592044047678,0.10722582536375469,0.09135435450270471,0.14944320330894204,42.10608166068635,-0.2864050580183233,60.171448896532816,0.20806575688898632,0.27669842289244545,36.1447240359641,48.06743928540859,14,4,46,True,74
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.1607381044435049,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9771,9771,-0.0494837767851761,0.2924243546509398,True,0.34190813143611587,0.34190813143611587,0.07083732181837349,0.1756378194848313,-0.12032109860354959,0.11678653516610853,0.1048004976664578,0.0856083227047118,0.1514993110649463,27.923068716561094,-8.596212480613685,50.799313439609065,0.1272508013499851,0.1942254075370247,22.105728337626157,33.740409095496034,22,9,51,True,74
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.15067236527504113,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9559,9559,-0.04364749529220893,0.3074935572621114,True,0.3511410525543204,0.3511410525543204,0.0895899763346758,0.19557415800598127,-0.13323747162688473,0.11191939925613016,0.10598418167130547,0.09701940717828608,0.14813746370472883,26.174470725704598,-7.5823465417218,53.41710205589463,0.11682722581227872,0.18451750473780354,20.29496780253512,32.05397364887408,23,8,50,True,74
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.11627924882517607,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9228,9228,-0.044218831490392616,0.30537939855746754,True,0.34959823004786017,0.34959823004786017,0.08342381056306948,0.19129116279172326,-0.1276426420534621,0.11408823576574428,0.10786735222865378,0.09594233207771297,0.1457885457414934,20.199774449851656,-7.681597804994903,53.049835072176805,0.0818506922532165,0.15070780539713563,14.218921594213269,26.180627305490045,30,8,50,True,74
gpt-5.3-chat-latest,gpt-5.3-chat-latest,-0.23845227379390127,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,6010,6010,-0.4294167076794125,-0.058331408500202186,True,0.3710852991792103,0.3710852991792103,-0.30768639555205657,-0.17263167153813522,-0.12173031212735591,0.11430026303793303,0.13505472401392135,0.08325981077909886,0.15277076438619008,-41.423402682389884,-74.59732263289223,-10.1332035333129,-0.28156792318844387,-0.19533662439935867,-48.91335812867993,-33.93344723609983,70,53,72,True,74
mistral-small-2603,mistral-small-2603,-0.22335197400876872,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9528,9528,-0.37330893333418635,-0.022919842634277474,True,0.35038909069990887,0.35038909069990887,-0.2451431587373051,-0.1382045224256421,-0.12816577459688128,0.11528467979136463,0.106938636311663,0.08842709344833566,0.15502336093991026,-38.80021193368271,-64.85040391689041,-3.981584472863039,-0.25756848598609305,-0.18913546203144435,-44.7442288703741,-32.85619499699131,69,51,72,True,74
gpt-5.4-mini-high,gpt-5.4-mini-high,-0.07179612722188011,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9528,9528,-0.2705878218010308,0.07673033768269841,True,0.34731815948372924,0.34731815948372924,-0.1433193861086954,-0.03692103138788732,-0.1272684356923354,0.11365136907058573,0.10639835472080808,0.08631222500236252,0.1546075797605586,-12.472264749794551,-47.00591915136324,13.329424900067625,-0.10574549242462083,-0.03784676201913939,-18.369873538461977,-6.5746559611271245,53,36,70,True,74
gpt-5.4-nano-high,gpt-5.4-nano-high,-0.2881716646644587,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9524,9524,-0.49216292052956156,-0.14541509435972017,True,0.3467478261698414,0.3467478261698414,-0.36604843969279377,-0.2580821979238471,-0.12611448083676777,0.11266710356412694,0.10796624176894665,0.08662877275361477,0.15215281164727992,-50.06054552185949,-85.4974562333509,-25.261189226346858,-0.32256993681575347,-0.25377339251316394,-56.03613743478493,-44.084953608934036,72,66,74,True,74
model-14,model-14,0.05956965416773952,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,5141,5141,-0.10771194683421688,0.28469281792961554,True,0.3924047647638324,0.3924047647638324,0.02056296568540565,0.1649566898153091,-0.12827491251962253,0.11973612811430645,0.14439372412990342,0.09901406157788203,0.14899697905604695,10.348308837573729,-18.71148165806273,49.45620794572767,0.013473979757761108,0.10566532857771793,2.340670023228705,18.35594765191875,40,11,60,True,74
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,7907,7907,-0.06415603288531485,0.2940425783904819,True,0.3581986112757968,0.3581986112757968,0.06716978269276519,0.18366233489217576,-0.13132581557808004,0.11038024349830616,0.11649255219941057,0.0883946287580423,0.1533114303183439,11.194109011634678,-11.14504442515832,51.08042769583626,0.02726261575136775,0.10161432694633386,4.7360014332270755,17.652216590042283,37,9,52,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9552,9552,0.13935187404588167,0.4830552471683824,True,0.3437033731225007,0.3437033731225007,0.2603670084092763,0.3671172219244646,-0.12101513436339462,0.11593802524391776,0.10675021351518832,0.09438718738867913,0.14256597221863326,58.39384812135388,24.207899976401354,83.91529131985595,0.30200922276149433,0.3702747982724447,52.46437557168278,64.32332067102499,7,1,25,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9533,9533,0.14456245778394874,0.4905776285381672,True,0.3460151707542185,0.3460151707542185,0.2703913698303757,0.3773513706855256,-0.12582891204642696,0.11322625785264159,0.1069600008551499,0.08647518923872108,0.15257998066034748,58.44714496050263,25.113071082376294,85.2220628077237,0.3022692256190641,0.3706283979515129,52.50954269421143,64.38474722679382,5,1,25,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,11514,11514,-0.27020255545904037,0.0644003051512083,True,0.3346028606102487,0.3346028606102487,-0.1435916659349471,-0.046849484979495315,-0.12661088952409327,0.11124979013070362,0.09674218095545178,0.08659143223922464,0.15126924741557227,-19.1448094325094,-46.93899153280744,11.18747886402213,-0.14111218436610728,-0.07930057967143243,-24.513697199805886,-13.775921665212916,60,38,70,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,7382,7382,-0.01963085257772121,0.3435388921201946,True,0.36316974469791585,0.36316974469791585,0.11015944511032283,0.23082496579747735,-0.12979029768804404,0.11271392632271729,0.12066552068715453,0.0893763094997892,0.15312791451097213,25.644109545624005,-3.4102283798242192,59.67881806678282,0.10911403963514794,0.1861246821791528,18.955050124686984,32.333168966561026,25,4,48,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9097,9097,-0.171746175320869,0.18911915595246387,True,0.36086533127333287,0.36086533127333287,-0.03789627406793476,0.07067523217376476,-0.13384990125293422,0.11844392377869911,0.10857150624169952,0.09854537146792591,0.15374845356370742,-2.06973965371039,-29.835366491936743,32.85336234094223,-0.046595466402000484,0.02276670803693947,-8.09446157603887,3.95498226861809,49,20,67,True,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,6096,6096,-0.13390723772791088,0.23475796568244794,True,0.3686652034103588,0.3686652034103588,-0.007620939926676895,0.12494876008891842,-0.126286297801234,0.10980920559352952,0.13256970001559532,0.08819956334419629,0.14789594005056722,-2.818193412535131,-23.262069772855455,40.781635631488044,-0.05858221325429786,0.026136562549910806,-10.17677278160844,4.540385956538179,49,15,63,True,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,11296,11296,0.014768937058644863,0.35264231514043,True,0.33787337808178514,0.33787337808178514,0.13881550425683015,0.23644541840164768,-0.12404656719818528,0.1161968967387823,0.09762991414481753,0.09882377774091888,0.1414196861960487,45.65688543768911,2.5656271472583625,61.26024462043052,0.2315509700154173,0.2940933489913821,40.224523422816425,51.08924745256181,12,4,43,True,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,11577,11577,0.01209162687146001,0.3412401385082665,True,0.3291485116368065,0.3291485116368065,0.13599213202731814,0.23241059945367704,-0.12390050515585813,0.1088295390545895,0.0964184674263589,0.08301105644371631,0.14971898776673132,37.804626782081286,2.100530731003265,59.279483663216595,0.1867990119923079,0.24844283838081124,32.45031205329547,43.158941510867095,16,4,42,True,74
