task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,-0.08802417070467053,alg1,0.15,0.015,0.03,0.105,prop_127,9540,9540,-0.22218891977682853,0.09999249022386647,True,0.322181410000695,0.322181410000695,-0.10683973400945876,-0.006557799619003206,-0.11534918576736977,0.10655028984286968,0.10028193439045555,0.08184007065012208,0.14005940496011737,-15.291364644459314,-38.59816871964837,17.370474694396023,-0.11772957904602249,-0.05831876236331856,-20.451722614592107,-10.131006674326517,58,34,68,True,74
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.24238208989071588,alg1,0.15,0.015,0.03,0.105,prop_127,9356,9356,0.013347448343332846,0.3353222388755104,True,0.32197479053217753,0.32197479053217753,0.1286387085373793,0.22989303148295986,-0.11529126019404645,0.10542920739255053,0.10125432294558057,0.08794286703985763,0.13277760054673934,42.10608166068635,2.318689265199262,58.25143920123129,0.21234936204565574,0.272414817735776,36.888862468841644,47.32330085253105,14,8,44,True,74
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.1607381044435049,alg1,0.15,0.015,0.03,0.105,prop_127,9771,9771,-0.04241257718389671,0.27750391612854536,True,0.3199164933124421,0.3199164933124421,0.0737555386897199,0.17271960261348487,-0.11616811587361661,0.1047843135150605,0.09896406392376497,0.08922926957599933,0.13172315981267776,27.923068716561094,-7.367819293704841,48.20736779246802,0.13143092118409216,0.19004528770291762,22.83188952868497,33.01424790443722,22,11,50,True,74
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.15067236527504113,alg1,0.15,0.015,0.03,0.105,prop_127,9559,9559,-0.027277468748223857,0.30072598185297,True,0.32800345060119385,0.32800345060119385,0.09254115341814147,0.19262298092251562,-0.11981862216636532,0.10810300093045438,0.10008182750437415,0.0927164022929762,0.1352052208038435,26.174470725704598,-4.738581663056809,52.24145379347293,0.12105201328952979,0.18029271726055246,21.028888557968756,31.32005289344044,23,9,50,True,74
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.11627924882517607,alg1,0.15,0.015,0.03,0.105,prop_127,9228,9228,-0.03512229046888188,0.29113514116772093,True,0.3262574316366028,0.3262574316366028,0.08642742537550058,0.18828754797929215,-0.12154971584438246,0.10284759318842879,0.10186012260379157,0.09495634341488804,0.1294409656179232,20.199774449851656,-6.10136677697543,50.575354118906176,0.08614830594232767,0.14641019170802447,14.96549355842641,25.434055341276906,30,9,50,True,74
gpt-5.3-chat-latest,gpt-5.3-chat-latest,-0.23845227379390127,alg1,0.15,0.015,0.03,0.105,prop_127,6010,6010,-0.4183875794892438,-0.07475617350552805,True,0.3436314059837158,0.3436314059837158,-0.3039257361759265,-0.17639233091426526,-0.11446184331331732,0.10163615740873722,0.12753340526166124,0.08317545880573479,0.13292254191631975,-41.423402682389884,-72.6813668276147,-12.986477456661161,-0.2761859256984934,-0.20071862188930917,-47.978409404078874,-34.86839596070089,70,55,72,True,74
mistral-small-2603,mistral-small-2603,-0.22335197400876872,alg1,0.15,0.015,0.03,0.105,prop_127,9528,9528,-0.3633993122608523,-0.03442064413266627,True,0.32897866812818605,0.32897866812818605,-0.2421654044362074,-0.1411822767267398,-0.12123390782464491,0.10676163259407354,0.1009831277094676,0.09560532976155861,0.13239021065715983,-38.80021193368271,-63.12892641692995,-5.979478324149,-0.25329734118918484,-0.1934066068283526,-44.0022550236913,-33.598168843674124,69,51,72,True,74
gpt-5.4-mini-high,gpt-5.4-mini-high,-0.07179612722188011,alg1,0.15,0.015,0.03,0.105,prop_127,9528,9528,-0.2514832225237172,0.06813158541033618,True,0.3196148079340534,0.3196148079340534,-0.14035667619086706,-0.03988374130571568,-0.11112654633285013,0.10801532671605185,0.10047293488515138,0.0893056251399176,0.12983624790898438,-12.472264749794551,-43.687110333319175,11.83566863481164,-0.10150769476014475,-0.04208455968361548,-17.633692682020197,-7.310836817568905,53,38,70,True,74
gpt-5.4-nano-high,gpt-5.4-nano-high,-0.2881716646644587,alg1,0.15,0.015,0.03,0.105,prop_127,9524,9524,-0.48402431088136766,-0.1578799109395386,True,0.3261443999418291,0.3261443999418291,-0.3630420712567511,-0.2610885663598898,-0.12098223962461657,0.10320865542035121,0.10195350489686128,0.0943714161799287,0.12981947886503908,-50.06054552185949,-84.08363492912082,-27.42654964976738,-0.3182761034402475,-0.2580672258886699,-55.290222178307225,-44.830868865411745,72,66,73,True,74
model-14,model-14,0.05956965416773952,alg1,0.15,0.015,0.03,0.105,prop_127,5141,5141,-0.09352672457313783,0.2706972092179422,True,0.36422393379108003,0.36422393379108003,0.02458367370926924,0.16093598179144547,-0.11811039828240708,0.10976122742649676,0.13635230808217624,0.09236440492464792,0.13550722078425592,10.348308837573729,-16.24725615703961,47.02492169198495,0.019227964852636656,0.09991134348284239,3.340239613491909,17.356378061655548,40,11,59,True,74
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg1,0.15,0.015,0.03,0.105,prop_127,7907,7907,-0.04466893618914716,0.2812981157415171,True,0.3259670519306642,0.3259670519306642,0.07041357006767313,0.18041854751726782,-0.11508250625682029,0.10087956822424925,0.1100049774495947,0.08313934275301085,0.13282273172805867,11.194109011634678,-7.759788999774033,48.866487774529254,0.03190316655651788,0.09697377614118374,5.542147676294433,16.846070346974926,37,11,50,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg1,0.15,0.015,0.03,0.105,prop_127,9552,9552,0.14658923112521244,0.468350865253597,True,0.32176163412838454,0.32176163412838454,0.26333951599307914,0.36414471434066176,-0.1167502848678667,0.10420615091293524,0.10080519834758261,0.09001401317993463,0.1309424226008673,58.39384812135388,25.46515767364807,81.36087854970025,0.3062699165143346,0.3660141045196044,53.20453388605805,63.58316235664971,7,1,25,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg1,0.15,0.015,0.03,0.105,prop_127,9533,9533,0.15880470802864666,0.47578600890542166,True,0.316981300876775,0.316981300876775,0.273369719036771,0.3743730214791303,-0.11456501100812433,0.10141298742629137,0.10100330244235933,0.08573284578220819,0.1302451526522075,58.44714496050263,27.58720335883931,82.65249529375842,0.30653576107747355,0.3663618624931035,53.250715816784144,63.6435741042211,5,1,23,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg1,0.15,0.015,0.03,0.105,prop_127,11514,11514,-0.25675901527528866,0.058114863646374,True,0.31487387892166263,0.31487387892166263,-0.14089783650740417,-0.04954331440703824,-0.11586117876788449,0.10765817805341224,0.09135452210036593,0.08838450203927203,0.1351348547820247,-19.1448094325094,-44.603609405188244,10.095585839272047,-0.13725430554498183,-0.08315845849255787,-23.843515006259402,-14.446103858759397,60,40,70,True,74
