task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
rep0000,0.64,0.6373258281549462,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.39897818325160306,1.0477176010898932,True,0.6487394178382901,0.6010218167483969,0.7487829784871016,0.8012170215128984,-0.34980479523549857,0.24650057957699473,0.052434043025796795,0.12630537481249338,0.47
rep0001,0.63,0.6286775031272058,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.1609414707733734,0.8034347959584763,True,0.6424933251851029,0.6424933251851029,0.5051923137765774,0.5678076862234226,-0.34425084300320397,0.23562710973505374,0.06261537244684523,0.1373779527382577,0.4425
rep0002,0.41,0.41163350278134125,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.27544853036572775,0.8125996755190837,True,0.5371511451533559,0.5371511451533559,0.5651925996378261,0.6268074003621739,-0.28974406927209834,0.18579227515690985,0.061614800724347774,0.14603634442900815,0.3295
rep0003,0.61,0.6096642639308459,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.26350233326106975,0.7937887345028761,True,0.5302864012418064,0.5302864012418064,0.5535600924311396,0.6154399075688605,-0.2900577591700698,0.17834882693401563,0.061879815137720895,0.1419065861040854,0.32650000000000007
rep0004,0.49,0.48771390184223834,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.33893796223539197,0.9762903855649188,True,0.6373524233295268,0.6373524233295268,0.6902646077134704,0.7467353922865296,-0.35132664547807846,0.22955499327838919,0.05647078457305921,0.14188163875646764,0.43900000000000006
rep0005,0.45,0.45399106596774735,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.12436396556402518,0.6612286796915198,True,0.5368647141274946,0.5368647141274946,0.3914879417487185,0.4535120582512815,-0.2671239761846933,0.2077166214402383,0.06202411650256301,0.1308405976249316,0.344
rep0006,0.55,0.5464766064649674,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.27926669450107133,0.9199907023688227,True,0.6407240078677514,0.6407240078677514,0.607827877329488,0.6681721226705121,-0.3285611828284166,0.2518185796983107,0.060344245341024116,0.11987976252672727,0.4605
rep0007,0.86,0.8640043102014627,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.5776573119824887,1.1786411564547785,True,0.6009838444722898,0.4223426880175113,0.9090142925758743,0.9419857074241257,-0.3313569805933856,0.23665544903065278,0.03297141484825139,0.1355124296240383,0.4325
rep0008,0.39,0.3885451173297374,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.1966254663825791,0.8013922407229391,True,0.60476677434036,0.60476677434036,0.4536226888809052,0.5163773111190948,-0.25699722249832607,0.28501492960384434,0.06275462223818962,0.12751215210217037,0.4145
rep0009,0.65,0.6548269806048382,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.24244546731695216,0.8709830366796938,True,0.6285375693627416,0.6285375693627416,0.5565929786575801,0.61840702134242,-0.3141475113406279,0.2525760153372738,0.06181404268483992,0.13522352667790177,0.43149999999999994
rep0010,0.04,0.04485482439916032,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,-0.2227515415747399,0.44639660637013406,True,0.669148147944874,0.44639660637013406,0.1882510573577341,0.2397489426422659,-0.411002598932474,0.20664766372786816,0.05149788528453181,0.12165026266034218,0.496
rep0011,0.48,0.4849986644406866,alg2,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1000,2000,0.2351108850111136,0.8158672773216146,True,0.580756392310501,0.580756392310501,0.549518079532449,0.611481920467551,-0.3144071945213354,0.20438535685406356,0.06196384093510199,0.12629255137539902,0.3925
