task_id,label,theta,algo,alpha,alloc,L,U,covered,width,width_clip
model-61,model-61,0.5789872322008224,alg3,0.15,prop_127,0.5603023991528685,0.5884764871959216,True,0.028174088043053103,0.028174088043053103
model-19,model-19,0.5,alg3,0.15,prop_127,0.4800937692899005,0.5083833356694025,True,0.02828956637950203,0.02828956637950203
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,0.4531099967993172,alg3,0.15,prop_127,0.4500022908332811,0.4785800317545631,True,0.028577740921282013,0.028577740921282013
claude-opus-4-5-20251101,claude-opus-4-5-20251101,0.5285029302077784,alg3,0.15,prop_127,0.5160910408616352,0.5437041031404521,True,0.02761306227881699,0.02761306227881699
claude-opus-4-6,claude-opus-4-6,0.5888912832668893,alg3,0.15,prop_127,0.5659943420300617,0.5943956929787627,True,0.028401350948701,0.028401350948701
claude-opus-4-6-thinking,claude-opus-4-6-thinking,0.596816522136011,alg3,0.15,prop_127,0.5754092401404617,0.6035311896364367,True,0.028121949495975018,0.028121949495975018
claude-opus-4-7,claude-opus-4-7,0.5681009212730318,alg3,0.15,prop_127,0.5488456918998693,0.577616457571935,True,0.028770765672065712,0.028770765672065712
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.5697576838350992,alg3,0.15,prop_127,0.5521266214082758,0.5808223722240823,True,0.028695750815806442,0.028695750815806442
claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,0.528042442615851,alg3,0.15,prop_127,0.5093848873413014,0.5386214004883101,True,0.029236513147008703,0.029236513147008703
claude-sonnet-4-5-20250929-thinking-32k,claude-sonnet-4-5-20250929-thinking-32k,0.5146166574738004,alg3,0.15,prop_127,0.5013686016651964,0.5300760882451158,True,0.028707486579919395,0.028707486579919395
claude-sonnet-4-6,claude-sonnet-4-6,0.5379706445437141,alg3,0.15,prop_127,0.5199341979985794,0.5484532924051961,True,0.028519094406616707,0.028519094406616707
model-46,model-46,0.5579974271012007,alg3,0.15,prop_127,0.5614284354221414,0.5889790196674012,False,0.0275505842452598,0.0275505842452598
model-32,model-32,0.4424595941183619,alg3,0.15,prop_127,0.4341446268584136,0.4634148552076111,True,0.029270228349197513,0.029270228349197513
deepseek-v4-ch3-text,deepseek-v4-ch3-text,0.4907120743034056,alg3,0.15,prop_127,0.4850046053168581,0.5129327562441335,True,0.027928150927275408,0.027928150927275408
deepseek-v4-ch3-thinking-text,deepseek-v4-ch3-thinking-text,0.4734115495962212,alg3,0.15,prop_127,0.4727499695226798,0.5008612828774855,True,0.028111313354805767,0.028111313354805767
deepseek-v4-pro-ch1-text,deepseek-v4-pro-ch1-text,0.5198769522006625,alg3,0.15,prop_127,0.5022701115985447,0.5316007557722762,True,0.029330644173731435,0.029330644173731435
deepseek-v4-pro-ch1-thinking-text,deepseek-v4-pro-ch1-thinking-text,0.5123079464728234,alg3,0.15,prop_127,0.5007597069945451,0.5285220852618665,True,0.02776237826732142,0.02776237826732142
model-71,model-71,0.5180463749868849,alg3,0.15,prop_127,0.4925739208030258,0.5204531536852796,True,0.027879232882253746,0.027879232882253746
model-06,model-06,0.502183908045977,alg3,0.15,prop_127,0.4946695868353096,0.5236550296314196,True,0.02898544279611004,0.02898544279611004
model-55,model-55,0.5201383238405207,alg3,0.15,prop_127,0.5174576106554597,0.5450746476928208,True,0.02761703703736107,0.02761703703736107
model-28,model-28,0.4916529379461834,alg3,0.15,prop_127,0.480141194031685,0.508535688178315,True,0.02839449414662998,0.02839449414662998
gemini-2.5-flash,gemini-2.5-flash,0.4651758279276203,alg3,0.15,prop_127,0.4609893039725544,0.4903994063833797,True,0.029410102410825312,0.029410102410825312
gemini-2.5-pro,gemini-2.5-pro,0.5119755244755245,alg3,0.15,prop_127,0.5073673494738788,0.5363510227060834,True,0.02898367323220452,0.02898367323220452
gemini-3-flash-thinking-minimal,gemini-3-flash-thinking-minimal,0.5005739330063654,alg3,0.15,prop_127,0.4820456963820592,0.5105939908297339,True,0.028548294447674705,0.028548294447674705
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,0.4624213836477987,alg3,0.15,prop_127,0.4562203437019088,0.4842232963975957,True,0.028002952695686922,0.028002952695686922
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.5633317104836092,alg3,0.15,prop_127,0.5470019737394166,0.5749667708913381,True,0.02796479715192146,0.02796479715192146
gpt-5.2,gpt-5.2,0.4514239656098872,alg3,0.15,prop_127,0.4388660464662346,0.4674025443196833,True,0.028536497853448695,0.028536497853448695
gpt-5.2-high,gpt-5.2-high,0.4623909249563699,alg3,0.15,prop_127,0.447427182902448,0.4754364844899305,True,0.028009301587482494,0.028009301587482494
gpt-5.3-chat-latest,gpt-5.3-chat-latest,0.4247920133111481,alg3,0.15,prop_127,0.4099512120515479,0.4381981292911739,True,0.028246917239626024,0.028246917239626024
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.5459063702436939,alg3,0.15,prop_127,0.5162776743066813,0.5439065642277948,False,0.027628889921113564,0.027628889921113564
gpt-5.4-mini-high,gpt-5.4-mini-high,0.4661523929471032,alg3,0.15,prop_127,0.4463021825636045,0.4754763649541625,True,0.029174182390558023,0.029174182390558023
gpt-5.4-nano-high,gpt-5.4-nano-high,0.4116967660646787,alg3,0.15,prop_127,0.3922885111935798,0.4198286525271322,True,0.02754014133355237,0.02754014133355237
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.525892948521134,alg3,0.15,prop_127,0.5032966882886356,0.5310622488802581,True,0.027765560591622496,0.027765560591622496
gpt-5.5-high-text,gpt-5.5-high-text,0.5524964589235127,alg3,0.15,prop_127,0.5198855468395519,0.548335092926648,False,0.028449546087096045,0.028449546087096045
gpt-5.5-instant,gpt-5.5-instant,0.4768008266089352,alg3,0.15,prop_127,0.4499017642027292,0.4772914876851654,True,0.02738972348243618,0.02738972348243618
gpt-5.5-text,gpt-5.5-text,0.540727304137514,alg3,0.15,prop_127,0.5187282157109377,0.5469405106034179,True,0.028212294892480116,0.028212294892480116
gpt-5.5-xhigh,gpt-5.5-xhigh,0.5409586056644881,alg3,0.15,prop_127,0.5167098737327814,0.5449078313239629,True,0.02819795759118149,0.02819795759118149
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.5451811995568919,alg3,0.15,prop_127,0.515412272169991,0.5440402620277962,False,0.028627989857805236,0.028627989857805236
