task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,coord,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
South / Biden W149::co,South / Biden W149,0.5973836733356434,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.4492077539190528,0.9076623233401255,True,0.4584545694210727,0.4584545694210727,,,,,,,
South / Biden W149::opp,South / Biden W149,0.04417623574448207,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.00033269121444718503,0.24898125318127018,True,0.248648561966823,0.248648561966823,,,,,,,
Midwest / Biden W149::co,Midwest / Biden W149,0.6099585279779819,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.4592139298462315,0.9284811523311031,True,0.46926722248487157,0.46926722248487157,,,,,,,
Midwest / Biden W149::opp,Midwest / Biden W149,0.039139143758850796,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.0005774206985963912,0.2482902259773758,True,0.2477128052787794,0.2477128052787794,,,,,,,
South / Biden W156::co,South / Biden W156,0.6125975811257252,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.4950278401897525,0.9456641555825713,True,0.45063631539281884,0.45063631539281884,,,,,,,
South / Biden W156::opp,South / Biden W156,0.05688908643238294,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.0005774206985963912,0.2482902259773758,True,0.2477128052787794,0.2477128052787794,,,,,,,
West / Biden W149::co,West / Biden W149,0.617940057909757,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.48761814497999395,0.9461629967291018,True,0.4585448517491078,0.4585448517491078,,,,,,,
West / Biden W149::opp,West / Biden W149,0.041799723221564535,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.0005774206985963912,0.2482902259773758,True,0.2477128052787794,0.2477128052787794,,,,,,,
Northeast / Biden W149::co,Northeast / Biden W149,0.6325217537821152,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.4792754201519757,0.9452652468467779,True,0.4659898266948022,0.4659898266948022,,,,,,,
Northeast / Biden W149::opp,Northeast / Biden W149,0.059883876544977066,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.0005774206985963912,0.2482902259773758,True,0.2477128052787794,0.2477128052787794,,,,,,,
Midwest / Biden W156::co,Midwest / Biden W156,0.6654436987529329,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.5029729671583005,0.9574346196299328,True,0.4544616524716323,0.4544616524716323,,,,,,,
Midwest / Biden W156::opp,Midwest / Biden W156,0.051092296193183055,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.0005774206985963912,0.2482902259773758,True,0.2477128052787794,0.2477128052787794,,,,,,,
Northeast / Biden W156::co,Northeast / Biden W156,0.6655235999153721,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.5187045515953304,0.9666163224993276,True,0.44791177090399725,0.44791177090399725,,,,,,,
Northeast / Biden W156::opp,Northeast / Biden W156,0.06378321587292908,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.0005774206985963912,0.2482902259773758,True,0.2477128052787794,0.2477128052787794,,,,,,,
West / Biden W156::co,West / Biden W156,0.6743041797622678,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,co,,,0.5218070303010218,0.9677129980207729,True,0.4459059677197511,0.4459059677197511,,,,,,,
West / Biden W156::opp,West / Biden W156,0.10109602804858463,multidim_alg1,0.15,0.00375,0.0075,0.06375,bonf_split,opp,,,0.0005774206985963912,0.2482902259773758,True,0.2477128052787794,0.2477128052787794,,,,,,,
