task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,coord,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
Midwest / Biden W139::co,Midwest / Biden W139,0.5818412506357744,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.8853659318066034,0.9486086272068144,False,0.06324269540021099,0.06324269540021099,0.8853659318066034,0.9486086272068144,0.0,0.0,0.06324269540021099,0.0,0.0
Midwest / Biden W139::opp,Midwest / Biden W139,0.052093252171457605,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northeast / Biden W139::co,Northeast / Biden W139,0.5868841718411586,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.916283125383043,0.9644446397513913,False,0.04816151436834826,0.04816151436834826,0.916283125383043,0.9644446397513913,0.0,0.0,0.04816151436834826,0.0,0.0
Northeast / Biden W139::opp,Northeast / Biden W139,0.07769587137150157,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South / Biden W149::co,South / Biden W149,0.5973836733356434,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.8978088767759705,0.9306129230377899,False,0.03280404626181932,0.03280404626181932,0.8978088767759705,0.9306129230377899,0.0,0.0,0.03280404626181932,0.0,0.0
South / Biden W149::opp,South / Biden W149,0.04417623574448207,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0005105568883716679,False,0.0005105568883716679,0.0005105568883716679,0.0,0.0005105568883716679,0.0,0.0,0.0005105568883716679,0.0,0.0
South / Biden W139::co,South / Biden W139,0.6019429036435365,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.8481133403848816,0.9005807163307963,False,0.05246737594591466,0.05246737594591466,0.8481133403848816,0.9005807163307963,0.0,0.0,0.05246737594591466,0.0,0.0
South / Biden W139::opp,South / Biden W139,0.07191707580543531,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midwest / Biden W149::co,Midwest / Biden W149,0.6099585279779819,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9099003842161316,0.949346420515785,False,0.039446036299653375,0.039446036299653375,0.9099003842161316,0.949346420515785,0.0,0.0,0.039446036299653375,0.0,0.0
Midwest / Biden W149::opp,Midwest / Biden W149,0.039139143758850796,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South / Biden W156::co,South / Biden W156,0.6125975811257252,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9421211322298094,0.9701225860970965,False,0.02800145386728703,0.02800145386728703,0.9421211322298094,0.9701225860970965,0.0,0.0,0.02800145386728703,0.0,0.0
South / Biden W156::opp,South / Biden W156,0.05688908643238294,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West / Biden W149::co,West / Biden W149,0.617940057909757,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9362366797137753,0.9690961845499024,False,0.032859504836127096,0.032859504836127096,0.9362366797137753,0.9690961845499024,0.0,0.0,0.032859504836127096,0.0,0.0
West / Biden W149::opp,West / Biden W149,0.041799723221564535,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northeast / Biden W149::co,Northeast / Biden W149,0.6325217537821152,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9293297949867958,0.9667625945665399,False,0.0374327995797441,0.0374327995797441,0.9293297949867958,0.9667625945665399,0.0,0.0,0.0374327995797441,0.0,0.0
Northeast / Biden W149::opp,Northeast / Biden W149,0.059883876544977066,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midwest / Biden W125::co,Midwest / Biden W125,0.6389222525942726,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9125106693771735,0.9645626883184933,False,0.05205201894131983,0.05205201894131983,0.9125106693771735,0.9645626883184933,0.0,0.0,0.05205201894131983,0.0,0.0
Midwest / Biden W125::opp,Midwest / Biden W125,0.04437702729880276,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South / Biden W101::co,South / Biden W101,0.6510837476126963,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9014447988691727,0.9462633932085132,False,0.044818594339340434,0.044818594339340434,0.9014447988691727,0.9462633932085132,0.0,0.0,0.044818594339340434,0.0,0.0
South / Biden W101::opp,South / Biden W101,0.07323657587547298,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0033825480867612874,False,0.0033825480867612874,0.0033825480867612874,0.0,0.0033825480867612874,0.0,0.0,0.0033825480867612874,0.0,0.0
West / Biden W139::co,West / Biden W139,0.6513233479175676,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9171804419846629,0.9627166462330757,False,0.04553620424841287,0.04553620424841287,0.9171804419846629,0.9627166462330757,0.0,0.0,0.04553620424841287,0.0,0.0
West / Biden W139::opp,West / Biden W139,0.05865688887336611,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northeast / Biden W125::co,Northeast / Biden W125,0.6593529718818238,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9441741110937077,0.9837365874592993,False,0.039562476365591515,0.039562476365591515,0.9441741110937077,0.9837365874592993,0.0,0.0,0.039562476365591515,0.0,0.0
Northeast / Biden W125::opp,Northeast / Biden W125,0.07563141632419919,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0010161990463836033,False,0.0010161990463836033,0.0010161990463836033,0.0,0.0010161990463836033,0.0,0.0,0.0010161990463836033,0.0,0.0
South / Biden W125::co,South / Biden W125,0.6648556113185049,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.941025237880142,0.9720524057458442,False,0.031027167865702143,0.031027167865702143,0.941025237880142,0.9720524057458442,0.0,0.0,0.031027167865702143,0.0,0.0
South / Biden W125::opp,South / Biden W125,0.08063023397659777,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midwest / Biden W156::co,Midwest / Biden W156,0.6654436987529329,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9508040148547316,0.9811552944880837,False,0.030351279633352046,0.030351279633352046,0.9508040148547316,0.9811552944880837,0.0,0.0,0.030351279633352046,0.0,0.0
Midwest / Biden W156::opp,Midwest / Biden W156,0.051092296193183055,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northeast / Biden W156::co,Northeast / Biden W156,0.6655235999153721,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9652723871680855,0.9916002094811545,False,0.02632782231306896,0.02632782231306896,0.9652723871680855,0.9916002094811545,0.0,0.0,0.02632782231306896,0.0,0.0
Northeast / Biden W156::opp,Northeast / Biden W156,0.06378321587292908,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
