task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
minimax-m2.5,minimax-m2.5,-0.4920499293405324,alg4,0.2,0.0,0.0,0.2,prop_127,9629,9629,-0.5473218301837769,-0.4437576321545446,True,0.10356419802923228,0.10356419802923228,-0.4935040462149282,-0.4935040462149282,-0.05381778396884872,0.049746414060383604,0.0,0.0,0.10356419802923228,-85.47782765339127,-95.07954026960118,-77.0885963788687,-0.519307834015672,-0.4647920246653927,-90.21301068885447,-80.74264461792806,74,73,74,True,74
model-71,model-71,0.1322268799303302,alg4,0.2,0.0,0.0,0.2,prop_127,9531,9531,0.030559325683597913,0.121684634518956,False,0.09112530883535809,0.09112530883535809,0.08304508913235636,0.08304508913235636,-0.05248576344875845,0.03863954538659964,0.0,0.0,0.09112530883535809,22.970161725210495,5.308698606028357,21.13878612159862,0.10582817682227554,0.15862558303838484,18.38423728951835,27.556086160902638,28,29,41,False,74
qwen3.5-122b-a10b,qwen3.5-122b-a10b,-0.07529516190418056,alg4,0.2,0.0,0.0,0.2,prop_127,5334,5334,-0.10028106883976312,0.0016366614768210039,True,0.10191773031658413,0.10191773031658413,-0.04810727276032233,-0.04810727276032233,-0.052173796079440796,0.049743934237143336,0.0,0.0,0.10191773031658413,-13.080109331599024,-17.4206059345877,0.28431721925079556,-0.1106354692161159,-0.03995485459224522,-19.21934951333449,-6.94086914986356,54,46,59,True,74
qwen3.5-27b,qwen3.5-27b,-0.08561406725278693,alg4,0.2,0.0,0.0,0.2,prop_127,5078,5078,-0.09622037088536939,0.009573239046654962,True,0.10579360993202436,0.10579360993202436,-0.040865565737435876,-0.040865565737435876,-0.055354805147933506,0.05043880478409084,0.0,0.0,0.10579360993202436,-14.872686792471704,-16.715190448880094,1.663041956761199,-0.12184578593417397,-0.0493823485713999,-21.166780989750645,-8.578592595192763,57,46,59,True,74
qwen3.5-35b-a3b,qwen3.5-35b-a3b,-0.1646405601327268,alg4,0.2,0.0,0.0,0.2,prop_127,5552,5552,-0.2155604175507524,-0.1096377196611496,True,0.10592269788960279,0.10592269788960279,-0.1602544621933977,-0.1602544621933977,-0.05530595535735469,0.0506167425322481,0.0,0.0,0.10592269788960279,-28.600994705241504,-37.44667994362106,-19.046022662917174,-0.1994236934976097,-0.1298574267678439,-34.64344385871092,-22.55854555177209,66,62,68,True,74
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.08270916203730916,alg4,0.2,0.0,0.0,0.2,prop_127,7991,7991,0.09619112637703352,0.18498429782017273,False,0.08879317144313921,0.08879317144313921,0.13968315216741956,0.13968315216741956,-0.04349202579038604,0.045301145652753186,0.0,0.0,0.08879317144313921,14.368053070258114,16.710110157441598,32.1350639128195,0.053896979022313725,0.1115213450523046,9.362864232258469,19.37324190825776,35,20,35,True,74
qwen3.5-flash,qwen3.5-flash,-0.18995811563392023,alg4,0.2,0.0,0.0,0.2,prop_127,8359,8359,-0.21229521496262616,-0.10998460729129961,True,0.10231060767132655,0.10231060767132655,-0.15745174826673194,-0.15745174826673194,-0.054843466695894204,0.04746714097543234,0.0,0.0,0.10231060767132655,-32.99910456502055,-36.87945615709328,-19.106283216363032,-0.21833643421825924,-0.16157979704958123,-37.92892343176893,-28.069285698272182,68,60,68,True,74
claude-sonnet-4-6,claude-sonnet-4-6,0.20953231618357362,alg4,0.2,0.0,0.0,0.2,prop_127,9402,9402,0.14469498735214914,0.24787658259654793,True,0.1031815952443988,0.1031815952443988,0.19490101929493647,0.19490101929493647,-0.050206031942787346,0.05297556330161145,0.0,0.0,0.1031815952443988,36.399491479573385,25.136093826439673,43.06057280588656,0.1828940040712682,0.23617062829587904,31.771942696537064,41.0270402626097,17,14,25,True,74
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.30324143716566043,alg4,0.2,0.0,0.0,0.2,prop_127,12324,12324,0.24003350974047355,0.3408643758468008,True,0.10083086610632724,0.10083086610632724,0.29237086532525325,0.29237086532525325,-0.05233735558477971,0.048493510521547545,0.0,0.0,0.10083086610632724,52.678433138183195,41.69809150086324,59.214207003064665,0.27985725478188456,0.3266256195494363,48.616184588945956,56.740681687420434,8,4,13,True,74
kimi-k2.5-instant-20260302,kimi-k2.5-instant-20260302,0.11495553039938437,alg4,0.2,0.0,0.0,0.2,prop_127,8018,8018,0.052352784709423915,0.15608712663412058,True,0.10373434192469666,0.10373434192469666,0.10561026068628626,0.10561026068628626,-0.053257475976862347,0.05047686594783432,0.0,0.0,0.10373434192469666,19.96982100668566,9.094610204628697,27.11511111733306,0.08618312068152402,0.1437279401172447,14.97154149807516,24.968100515296157,32,23,40,True,74
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,-0.08802417070467053,alg4,0.2,0.0,0.0,0.2,prop_127,9540,9540,-0.11270413499963639,-0.007398366825531237,True,0.10530576817410514,0.10530576817410514,-0.05669876681423098,-0.05669876681423098,-0.0560053681854054,0.04930039998869974,0.0,0.0,0.10530576817410514,-15.291364644459314,-19.578713567208492,-1.2852279549697179,-0.11446958946316657,-0.06157875194617449,-19.885404419833545,-10.697324869085083,58,47,61,True,74
