task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
minimax-m2.5,minimax-m2.5,-0.4920499293405324,alg4,0.15,0.0,0.0,0.15,prop_127,9629,9629,-0.5563755368052039,-0.4337083890875306,True,0.12266714771767329,0.12266714771767329,-0.4935040462149282,-0.4935040462149282,-0.06287149059027575,0.059795657127397595,0.0,0.0,0.12266714771767329,-85.47782765339127,-96.65233020018385,-75.34286405434523,-0.5226679806672688,-0.4614318780137959,-90.79672794852414,-80.1589273582584,74,73,74,True,74
model-71,model-71,0.1322268799303302,alg4,0.15,0.0,0.0,0.15,prop_127,9531,9531,0.020642597425009755,0.14557905273661514,True,0.12493645531160538,0.12493645531160538,0.08304508913235636,0.08304508913235636,-0.06240249170734661,0.06253396360425878,0.0,0.0,0.12493645531160538,22.970161725210495,3.5859864615328045,25.28967171368578,0.10257394598860736,0.16187981387205302,17.818919491957747,28.121403958463244,28,26,42,True,74
qwen3.5-122b-a10b,qwen3.5-122b-a10b,-0.07529516190418056,alg4,0.15,0.0,0.0,0.15,prop_127,5334,5334,-0.10893251616416375,0.01112349494742721,True,0.12005601111159095,0.12005601111159095,-0.04810727276032233,-0.04810727276032233,-0.06082524340384142,0.05923076770774954,0.0,0.0,0.12005601111159095,-13.080109331599024,-18.923516267973238,1.932348990058536,-0.11499195283787075,-0.03559837097049037,-19.9761482323065,-6.18407043089155,54,45,60,True,74
qwen3.5-27b,qwen3.5-27b,-0.08561406725278693,alg4,0.15,0.0,0.0,0.15,prop_127,5078,5078,-0.10347735165329822,0.01921847915578804,True,0.12269583080908625,0.12269583080908625,-0.040865565737435876,-0.040865565737435876,-0.06261178591586233,0.060084044893223915,0.0,0.0,0.12269583080908625,-14.872686792471704,-17.975857129995898,3.3385917791725643,-0.12631215595269907,-0.04491597855287478,-21.942668931024073,-7.80270465391933,57,43,59,True,74
qwen3.5-35b-a3b,qwen3.5-35b-a3b,-0.1646405601327268,alg4,0.15,0.0,0.0,0.15,prop_127,5552,5552,-0.22317996292094966,-0.09837765788527628,True,0.12480230503567338,0.12480230503567338,-0.1602544621933977,-0.1602544621933977,-0.06292550072755197,0.061876804308121425,0.0,0.0,0.12480230503567338,-28.600994705241504,-38.770330547176314,-17.089949584856566,-0.20371149296352578,-0.1255696273019278,-35.388310917732944,-21.813678492750064,66,60,69,True,74
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.08270916203730916,alg4,0.15,0.0,0.0,0.15,prop_127,7991,7991,0.0768403281711932,0.20089540034950645,True,0.12405507217831326,0.12405507217831326,0.13968315216741956,0.13968315216741956,-0.06284282399622636,0.0612122481820869,0.0,0.0,0.12405507217831326,14.368053070258114,13.348532204953678,34.89910552461411,0.050345232788079945,0.11507309128653836,8.745862715999115,19.99024342451711,35,19,35,True,74
qwen3.5-flash,qwen3.5-flash,-0.18995811563392023,alg4,0.15,0.0,0.0,0.15,prop_127,8359,8359,-0.21806145369795354,-0.096209458454106,True,0.12185199524384754,0.12185199524384754,-0.15745174826673194,-0.15745174826673194,-0.06060970543122161,0.061242289812625944,0.0,0.0,0.12185199524384754,-32.99910456502055,-37.88115442272907,-16.71329476540736,-0.22183469695362207,-0.1580815343142184,-38.53663391265527,-27.461575217385843,68,59,68,True,74
claude-sonnet-4-6,claude-sonnet-4-6,0.20953231618357362,alg4,0.15,0.0,0.0,0.15,prop_127,9402,9402,0.13313630345591315,0.25348343040827204,True,0.12034712695235888,0.12034712695235888,0.19490101929493647,0.19490101929493647,-0.06176471583902332,0.058582411113335564,0.0,0.0,0.12034712695235888,36.399491479573385,23.128144772759967,44.0345820320878,0.17961023606653273,0.23945439630061452,31.201493766814234,41.59748919233253,17,14,26,True,74
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.30324143716566043,alg4,0.15,0.0,0.0,0.15,prop_127,12324,12324,0.233239698231685,0.3544105396106887,True,0.12117084137900369,0.12117084137900369,0.29237086532525325,0.29237086532525325,-0.059131167093568235,0.06203967428543547,0.0,0.0,0.12117084137900369,52.678433138183195,40.517885561120174,61.56741667251038,0.2769746310779123,0.32950824325340855,48.11542156173049,57.2414447146359,8,3,15,True,74
kimi-k2.5-instant-20260302,kimi-k2.5-instant-20260302,0.11495553039938437,alg4,0.15,0.0,0.0,0.15,prop_127,8018,8018,0.04383151343706057,0.16515960459365928,True,0.1213280911565987,0.1213280911565987,0.10561026068628626,0.10561026068628626,-0.06177874724922569,0.059549343907373015,0.0,0.0,0.1213280911565987,19.96982100668566,7.6143137676734565,28.691161963339674,0.08263627739609662,0.14727478340267214,14.355391711260472,25.58425030211085,32,22,41,True,74
