task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
rep0000,0.23,0.229,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.16300000000000003,0.44149999999999995,True,0.2784999999999999,0.2784999999999999,0.3545,0.3545,-0.19149999999999995,0.08699999999999997,0.0,0.0,0.2784999999999999
rep0001,0.36,0.361,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.21650000000000003,0.5045,True,0.2879999999999999,0.2879999999999999,0.429,0.429,-0.21249999999999997,0.07550000000000001,0.0,0.0,0.288
rep0002,0.17,0.165,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.20549999999999996,0.4665000000000001,False,0.2610000000000001,0.2610000000000001,0.3725,0.3725,-0.16700000000000004,0.09400000000000008,0.0,0.0,0.2610000000000001
rep0003,0.41,0.413,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.398,0.667,True,0.269,0.269,0.5825,0.5825,-0.1845,0.08449999999999996,0.0,0.0,0.26899999999999996
rep0004,0.35,0.352,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.16000000000000003,0.40800000000000003,True,0.248,0.248,0.3305,0.3305,-0.17049999999999998,0.07750000000000001,0.0,0.0,0.248
rep0005,0.28,0.279,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.1685,0.42700000000000005,True,0.25850000000000006,0.25850000000000006,0.3365,0.3365,-0.168,0.09050000000000002,0.0,0.0,0.25850000000000006
rep0006,0.43,0.433,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.28049999999999997,0.581,True,0.3005,0.3005,0.472,0.472,-0.1915,0.10900000000000001,0.0,0.0,0.3005
rep0007,0.35,0.346,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.284,0.528,True,0.24400000000000005,0.24400000000000005,0.437,0.437,-0.15300000000000002,0.09100000000000003,0.0,0.0,0.24400000000000005
rep0008,0.88,0.875,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.725,0.9964999999999999,True,0.27149999999999996,0.27149999999999996,0.8845,0.8845,-0.15949999999999998,0.11199999999999999,0.0,0.0,0.27149999999999996
rep0009,0.13,0.129,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.06650000000000003,0.3135000000000001,True,0.24700000000000008,0.24700000000000008,0.2265,0.2265,-0.15999999999999998,0.08700000000000008,0.0,0.0,0.24700000000000005
rep0010,0.30,0.304,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.2945,0.53,True,0.23550000000000004,0.23550000000000004,0.4535,0.4535,-0.15900000000000003,0.07650000000000001,0.0,0.0,0.23550000000000004
rep0011,0.27,0.265,alg3,0.2,0.0,0.0,0.2,prop_127,1000,2000,0.28,0.5215,False,0.24149999999999994,0.24149999999999994,0.4575,0.4575,-0.1775,0.06399999999999999,0.0,0.0,0.2415
