task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
2020:Asian Americans / Democrat,Asian Americans / Democrat,76.85927770859277,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,803,803,75.66511431958911,76.10712090028618,False,0.44200658069706833,0.44200658069706833,75.66511431958911,76.10712090028618,0.0,0.0,0.44200658069706833,0.0,0.0
2020:Black Americans / Democrat,Black Americans / Democrat,79.29751552795031,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1610,1610,85.66955256774396,85.95226679261911,False,0.28271422487514997,0.28271422487514997,85.66955256774396,85.95226679261911,0.0,0.0,0.28271422487514997,0.0,0.0
2020:Christians / Democrat,Christians / Democrat,64.73093093093092,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1665,1665,63.54238533204994,63.9613179520945,False,0.4189326200445578,0.4189326200445578,63.54238533204994,63.9613179520945,0.0,0.0,0.4189326200445578,0.0,0.0
2020:Conservatives / Democrat,Conservatives / Democrat,35.64436407474382,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1659,1659,28.55264327520153,29.196026925645054,False,0.6433836504435249,0.6433836504435249,28.55264327520153,29.196026925645054,0.0,0.0,0.6433836504435249,0.0,0.0
2020:Democratic Party / Democrat,Democratic Party / Democrat,74.37744276940256,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1791,1791,83.86307834761287,84.38647867814966,False,0.5234003305367878,0.5234003305367878,83.86307834761287,84.38647867814966,0.0,0.0,0.5234003305367878,0.0,0.0
2020:Gays and Lesbians / Democrat,Gays and Lesbians / Democrat,78.59603841536615,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1666,1666,89.12926796575373,89.48189437544939,False,0.3526264096956595,0.3526264096956595,89.12926796575373,89.48189437544939,0.0,0.0,0.3526264096956595,0.0,0.0
2020:Jews / Democrat,Jews / Democrat,78.18083182640144,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1659,1659,76.01011129329761,76.39590292988875,False,0.38579163659113647,0.38579163659113647,76.01011129329761,76.39590292988875,0.0,0.0,0.38579163659113647,0.0,0.0
2020:Liberals / Democrat,Liberals / Democrat,74.21308523409364,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1666,1666,85.06480393465512,85.61428875686693,False,0.5494848222118094,0.5494848222118094,85.06480393465512,85.61428875686693,0.0,0.0,0.5494848222118094,0.0,0.0
2020:Muslims / Democrat,Muslims / Democrat,70.39203860072377,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1658,1658,69.90696341180603,70.37614580926191,False,0.46918239745588153,0.46918239745588153,69.90696341180603,70.37614580926191,0.0,0.0,0.46918239745588153,0.0,0.0
2020:Republican Party / Democrat,Republican Party / Democrat,16.80891364902507,synth_only,0.1,0.005,0.005,0.09000000000000001,abs_005_005,1795,1795,24.099837605060895,24.654342787634416,False,0.5545051825735214,0.5545051825735214,24.099837605060895,24.654342787634416,0.0,0.0,0.5545051825735214,0.0,0.0
