task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,coord,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
Midwest / Biden W139::co,Midwest / Biden W139,0.5818412506357744,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.4878794922178294,0.5846914715757541,True,0.09681197935792468,0.09681197935792468,0.4878794922178294,0.5846914715757541,0.0,0.0,0.09681197935792468,0.0,0.0
Midwest / Biden W139::opp,Midwest / Biden W139,0.052093252171457605,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,7.841217258193478e-05,0.044081873923037786,False,0.04400346175045585,0.04400346175045585,7.841217258193478e-05,0.044081873923037786,0.0,0.0,0.04400346175045585,0.0,0.0
Northeast / Biden W139::co,Northeast / Biden W139,0.5868841718411586,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.5595697454222637,0.6502309845636087,True,0.09066123914134505,0.09066123914134505,0.5595697454222637,0.6502309845636087,0.0,0.0,0.09066123914134505,0.0,0.0
Northeast / Biden W139::opp,Northeast / Biden W139,0.07769587137150157,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.021693846105327836,False,0.021693846105327836,0.021693846105327836,0.0,0.021693846105327836,0.0,0.0,0.021693846105327836,0.0,0.0
South / Biden W149::co,South / Biden W149,0.5973836733356434,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.5420025935244019,0.5939993175096809,False,0.05199672398527899,0.05199672398527899,0.5420025935244019,0.5939993175096809,0.0,0.0,0.05199672398527899,0.0,0.0
South / Biden W149::opp,South / Biden W149,0.04417623574448207,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0014340647605963525,0.0064421269067554306,False,0.0050080621461590785,0.0050080621461590785,0.0014340647605963525,0.0064421269067554306,0.0,0.0,0.0050080621461590785,0.0,0.0
South / Biden W139::co,South / Biden W139,0.6019429036435365,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.47877586477167067,0.5497107170422679,False,0.07093485227059726,0.07093485227059726,0.47877586477167067,0.5497107170422679,0.0,0.0,0.07093485227059726,0.0,0.0
South / Biden W139::opp,South / Biden W139,0.07191707580543531,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0037268272228476486,0.023915205691885242,False,0.020188378469037593,0.020188378469037593,0.0037268272228476486,0.023915205691885242,0.0,0.0,0.020188378469037593,0.0,0.0
Midwest / Biden W149::co,Midwest / Biden W149,0.6099585279779819,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.579763549091567,0.644581237176966,True,0.064817688085399,0.064817688085399,0.579763549091567,0.644581237176966,0.0,0.0,0.064817688085399,0.0,0.0
Midwest / Biden W149::opp,Midwest / Biden W149,0.039139143758850796,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.00022272226321856398,0.011796937628476827,False,0.011574215365258263,0.011574215365258263,0.00022272226321856398,0.011796937628476827,0.0,0.0,0.011574215365258263,0.0,0.0
South / Biden W156::co,South / Biden W156,0.6125975811257252,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.47310834881896957,0.5362300199858117,False,0.06312167116684209,0.06312167116684209,0.47310834881896957,0.5362300199858117,0.0,0.0,0.06312167116684209,0.0,0.0
South / Biden W156::opp,South / Biden W156,0.05688908643238294,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.00917430532740511,False,0.00917430532740511,0.00917430532740511,0.0,0.00917430532740511,0.0,0.0,0.00917430532740511,0.0,0.0
West / Biden W149::co,West / Biden W149,0.617940057909757,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.6402533380785262,0.7012003422213684,False,0.060947004142842154,0.060947004142842154,0.6402533380785262,0.7012003422213684,0.0,0.0,0.060947004142842154,0.0,0.0
West / Biden W149::opp,West / Biden W149,0.041799723221564535,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0005071762547244401,0.013949332934794802,False,0.013442156680070361,0.013442156680070361,0.0005071762547244401,0.013949332934794802,0.0,0.0,0.013442156680070361,0.0,0.0
Northeast / Biden W149::co,Northeast / Biden W149,0.6325217537821152,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.6451355183050227,0.7107739678947629,False,0.06563844958974019,0.06563844958974019,0.6451355183050227,0.7107739678947629,0.0,0.0,0.06563844958974019,0.0,0.0
Northeast / Biden W149::opp,Northeast / Biden W149,0.059883876544977066,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.008942913815823964,False,0.008942913815823964,0.008942913815823964,0.0,0.008942913815823964,0.0,0.0,0.008942913815823964,0.0,0.0
Midwest / Biden W125::co,Midwest / Biden W125,0.6389222525942726,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.7094268858375259,0.7929362002242177,False,0.08350931438669185,0.08350931438669185,0.7094268858375259,0.7929362002242177,0.0,0.0,0.08350931438669185,0.0,0.0
Midwest / Biden W125::opp,Midwest / Biden W125,0.04437702729880276,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.005075714721013358,False,0.005075714721013358,0.005075714721013358,0.0,0.005075714721013358,0.0,0.0,0.005075714721013358,0.0,0.0
South / Biden W101::co,South / Biden W101,0.6510837476126963,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.7032873045030898,0.7682624552768005,False,0.06497515077371063,0.06497515077371063,0.7032873045030898,0.7682624552768005,0.0,0.0,0.06497515077371063,0.0,0.0
South / Biden W101::opp,South / Biden W101,0.07323657587547298,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.005725167514234144,0.01949375090578448,False,0.013768583391550335,0.013768583391550335,0.005725167514234144,0.01949375090578448,0.0,0.0,0.013768583391550335,0.0,0.0
West / Biden W139::co,West / Biden W139,0.6513233479175676,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.5243115401590128,0.6047955164982619,False,0.08048397633924909,0.08048397633924909,0.5243115401590128,0.6047955164982619,0.0,0.0,0.08048397633924909,0.0,0.0
West / Biden W139::opp,West / Biden W139,0.05865688887336611,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.009144672469713813,False,0.009144672469713813,0.009144672469713813,0.0,0.009144672469713813,0.0,0.0,0.009144672469713813,0.0,0.0
Northeast / Biden W125::co,Northeast / Biden W125,0.6593529718818238,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.7451479167032125,0.8290923330059652,False,0.08394441630275273,0.08394441630275273,0.7451479167032125,0.8290923330059652,0.0,0.0,0.08394441630275273,0.0,0.0
Northeast / Biden W125::opp,Northeast / Biden W125,0.07563141632419919,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.001821040113324835,0.024620699620321505,False,0.02279965950699667,0.02279965950699667,0.001821040113324835,0.024620699620321505,0.0,0.0,0.02279965950699667,0.0,0.0
South / Biden W125::co,South / Biden W125,0.6648556113185049,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.6875823973387059,0.7539866241905695,False,0.06640422685186365,0.06640422685186365,0.6875823973387059,0.7539866241905695,0.0,0.0,0.06640422685186365,0.0,0.0
South / Biden W125::opp,South / Biden W125,0.08063023397659777,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.005486063591629033,0.022162685119391925,False,0.01667662152776289,0.01667662152776289,0.005486063591629033,0.022162685119391925,0.0,0.0,0.01667662152776289,0.0,0.0
Midwest / Biden W156::co,Midwest / Biden W156,0.6654436987529329,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.5246891300305322,0.6123878399445103,False,0.0876987099139781,0.0876987099139781,0.5246891300305322,0.6123878399445103,0.0,0.0,0.0876987099139781,0.0,0.0
