task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,-0.08802417070467053,alg4,0.1,0.0,0.0,0.1,prop_127,9540,9540,-0.13163861394505127,0.008420791015066091,True,0.14005940496011737,0.14005940496011737,-0.05669876681423098,-0.05669876681423098,-0.0749398471308203,0.06511955782929707,0.0,0.0,0.14005940496011737,-15.291364644459314,-22.867969456691288,1.4628412284414745,-0.12196649821661712,-0.054081843192723945,-21.187750861015846,-9.394978427902782,58,46,62,True,74
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.24238208989071588,alg4,0.1,0.0,0.0,0.1,prop_127,9356,9356,0.10681003033878667,0.239587630885526,False,0.13277760054673934,0.13277760054673934,0.17926587001016958,0.17926587001016958,-0.07245583967138292,0.06032176087535643,0.0,0.0,0.13277760054673934,42.10608166068635,18.554802715221584,41.620634410342824,0.20806575688898632,0.27669842289244545,36.1447240359641,48.06743928540859,14,14,32,True,74
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.1607381044435049,alg4,0.1,0.0,0.0,0.1,prop_127,9771,9771,0.05648322404799681,0.18820638386067456,True,0.13172315981267774,0.13172315981267774,0.12323757065160239,0.12323757065160239,-0.06675434660360557,0.06496881320907219,0.0,0.0,0.13172315981267774,27.923068716561094,9.812141009660028,32.694797587862475,0.1272508013499851,0.1942254075370247,22.105728337626157,33.740409095496034,22,19,40,True,74
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.15067236527504113,alg4,0.1,0.0,0.0,0.1,prop_127,9559,9559,0.07322863633265678,0.20843385713650028,True,0.1352052208038435,0.1352052208038435,0.14258206717032854,0.14258206717032854,-0.06935343083767176,0.06585178996617175,0.0,0.0,0.1352052208038435,26.174470725704598,12.721117070629127,36.20866959847712,0.11682722581227872,0.18451750473780354,20.29496780253512,32.05397364887408,23,17,36,True,74
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.11627924882517607,alg4,0.1,0.0,0.0,0.1,prop_127,9228,9228,0.06952979279977597,0.19897075841769918,True,0.1294409656179232,0.1294409656179232,0.13735748667739636,0.13735748667739636,-0.06782769387762039,0.061613271740302816,0.0,0.0,0.1294409656179232,20.199774449851656,12.078562136327662,34.564760976364695,0.0818506922532165,0.15070780539713563,14.218921594213269,26.180627305490045,30,19,35,True,74
gpt-5.3-chat-latest,gpt-5.3-chat-latest,-0.23845227379390127,alg4,0.1,0.0,0.0,0.1,prop_127,6010,6010,-0.3087306580030825,-0.17580811608676278,True,0.13292254191631975,0.13292254191631975,-0.24015903354509588,-0.24015903354509588,-0.06857162445798665,0.0643509174583331,0.0,0.0,0.13292254191631975,-41.423402682389884,-53.6320084660395,-30.540997876114957,-0.28156792318844387,-0.19533662439935867,-48.91335812867993,-33.93344723609983,70,68,72,True,74
mistral-small-2603,mistral-small-2603,-0.22335197400876872,alg4,0.1,0.0,0.0,0.1,prop_127,9528,9528,-0.2603325485760346,-0.1279423379188748,True,0.1323902106571598,0.1323902106571598,-0.1916738405814736,-0.1916738405814736,-0.06865870799456103,0.0637315026625988,0.0,0.0,0.1323902106571598,-38.80021193368271,-45.224395722552835,-22.2258605439874,-0.25756848598609305,-0.18913546203144435,-44.7442288703741,-32.85619499699131,69,63,70,True,74
gpt-5.4-mini-high,gpt-5.4-mini-high,-0.07179612722188011,alg4,0.1,0.0,0.0,0.1,prop_127,9528,9528,-0.1554717491838662,-0.02563550127488183,True,0.12983624790898435,0.12983624790898435,-0.09012020874829137,-0.09012020874829137,-0.06535154043557484,0.06448470747340954,0.0,0.0,0.12983624790898435,-12.472264749794551,-27.008209104959793,-4.4533426978019826,-0.10574549242462083,-0.03784676201913939,-18.369873538461977,-6.5746559611271245,53,51,65,True,74
gpt-5.4-nano-high,gpt-5.4-nano-high,-0.2881716646644587,alg4,0.1,0.0,0.0,0.1,prop_127,9524,9524,-0.3783335315679107,-0.24851405270287164,True,0.12981947886503908,0.12981947886503908,-0.31206531880832045,-0.31206531880832045,-0.06626821275959027,0.06355126610544881,0.0,0.0,0.12981947886503908,-50.06054552185949,-65.72326603156534,-43.171312705708424,-0.32256993681575347,-0.25377339251316394,-56.03613743478493,-44.084953608934036,72,71,72,True,74
model-14,model-14,0.05956965416773952,alg4,0.1,0.0,0.0,0.1,prop_127,5141,5141,0.022062100395383713,0.15756932117963962,True,0.13550722078425592,0.13550722078425592,0.09275982775035736,0.09275982775035736,-0.07069772735497365,0.06480949342928227,0.0,0.0,0.13550722078425592,10.348308837573729,3.8325793843642786,27.37259468222347,0.013473979757761108,0.10566532857771793,2.340670023228705,18.35594765191875,40,23,42,True,74
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg4,0.1,0.0,0.0,0.1,prop_127,7907,7907,0.055489363098742805,0.18831209482680147,True,0.13282273172805867,0.13282273172805867,0.12541605879247048,0.12541605879247048,-0.06992669569372767,0.062896036034331,0.0,0.0,0.13282273172805867,11.194109011634678,9.63948967924397,32.71316146356871,0.02726261575136775,0.10161432694633386,4.7360014332270755,17.652216590042283,37,19,40,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg4,0.1,0.0,0.0,0.1,prop_127,9552,9552,0.24755114423037355,0.37849356683124086,True,0.1309424226008673,0.1309424226008673,0.31374211516687045,0.31374211516687045,-0.0661909709364969,0.06475145166437041,0.0,0.0,0.1309424226008673,58.39384812135388,43.0040383712349,65.75106700427503,0.30200922276149433,0.3702747982724447,52.46437557168278,64.32332067102499,7,3,13,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg4,0.1,0.0,0.0,0.1,prop_127,9533,9533,0.25663879191729555,0.38688394456950304,True,0.13024515265220749,0.13024515265220749,0.32387137025795065,0.32387137025795065,-0.0672325783406551,0.06301257431155241,0.0,0.0,0.13024515265220749,58.44714496050263,44.58272446879933,67.20862490539949,0.3022692256190641,0.3706283979515129,52.50954269421143,64.38474722679382,5,3,12,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg4,0.1,0.0,0.0,0.1,prop_127,11514,11514,-0.16902782835657262,-0.03389297357454793,True,0.1351348547820247,0.1351348547820247,-0.09522057545722121,-0.09522057545722121,-0.07380725289935142,0.06132760188267328,0.0,0.0,0.1351348547820247,-19.1448094325094,-29.363141257339795,-5.88781255948756,-0.14111218436610728,-0.07930057967143243,-24.513697199805886,-13.775921665212916,60,51,66,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,alg4,0.1,0.0,0.0,0.1,prop_127,7382,7382,0.09887290524611042,0.234903978935195,True,0.13603107368908457,0.13603107368908457,0.1704922054539001,0.1704922054539001,-0.07161930020778967,0.0644117734812949,0.0,0.0,0.13603107368908457,25.644109545624005,17.175982863251534,40.80700073146915,0.10911403963514794,0.1861246821791528,18.955050124686984,32.333168966561026,25,15,33,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,alg4,0.1,0.0,0.0,0.1,prop_127,9097,9097,-0.05292370302015852,0.08101221167752917,True,0.1339359146976877,0.1339359146976877,0.016389479052914997,0.016389479052914997,-0.06931318207307352,0.06462273262461418,0.0,0.0,0.1339359146976877,-2.06973965371039,-9.193788873416525,14.07326259933164,-0.046595466402000484,0.02276670803693947,-8.09446157603887,3.95498226861809,49,36,52,True,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,alg4,0.1,0.0,0.0,0.1,prop_127,6096,6096,-0.0016269983849768327,0.12005568112572204,False,0.12168267951069887,0.12168267951069887,0.05866391008112076,0.05866391008112076,-0.060290908466097595,0.06139177104460128,0.0,0.0,0.12168267951069887,-2.818193412535131,-0.2826385682643764,20.855807933614987,-0.05858221325429786,0.026136562549910806,-10.17677278160844,4.540385956538179,49,30,47,False,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,alg4,0.1,0.0,0.0,0.1,prop_127,11296,11296,0.12484674062505738,0.24663772976918832,False,0.12179098914413095,0.12179098914413095,0.1876304613292389,0.1876304613292389,-0.06278372070418153,0.05900726843994941,0.0,0.0,0.12179098914413095,45.65688543768911,21.688100214827582,42.84536202716155,0.2315509700154173,0.2940933489913821,40.224523422816425,51.08924745256181,12,13,28,False,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,alg4,0.1,0.0,0.0,0.1,prop_127,11577,11577,0.11583803785611205,0.24829963007377662,True,0.13246159221766457,0.13246159221766457,0.18420136574049759,0.18420136574049759,-0.06836332788438554,0.06409826433327903,0.0,0.0,0.13246159221766457,37.804626782081286,20.12312825416378,43.134063679863964,0.1867990119923079,0.24844283838081124,32.45031205329547,43.158941510867095,16,14,30,True,74
