task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,coord,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
Midwest / Biden W139::co,Midwest / Biden W139,0.5818412506357744,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
Midwest / Biden W139::opp,Midwest / Biden W139,0.052093252171457605,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
Northeast / Biden W139::co,Northeast / Biden W139,0.5868841718411586,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
Northeast / Biden W139::opp,Northeast / Biden W139,0.07769587137150157,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W149::co,South / Biden W149,0.5973836733356434,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W149::opp,South / Biden W149,0.04417623574448207,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W139::co,South / Biden W139,0.6019429036435365,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W139::opp,South / Biden W139,0.07191707580543531,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
Midwest / Biden W149::co,Midwest / Biden W149,0.6099585279779819,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
Midwest / Biden W149::opp,Midwest / Biden W149,0.039139143758850796,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W156::co,South / Biden W156,0.6125975811257252,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W156::opp,South / Biden W156,0.05688908643238294,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
West / Biden W149::co,West / Biden W149,0.617940057909757,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
West / Biden W149::opp,West / Biden W149,0.041799723221564535,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
Northeast / Biden W149::co,Northeast / Biden W149,0.6325217537821152,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
Northeast / Biden W149::opp,Northeast / Biden W149,0.059883876544977066,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
Midwest / Biden W125::co,Midwest / Biden W125,0.6389222525942726,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
Midwest / Biden W125::opp,Midwest / Biden W125,0.04437702729880276,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W101::co,South / Biden W101,0.6510837476126963,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W101::opp,South / Biden W101,0.07323657587547298,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
West / Biden W139::co,West / Biden W139,0.6513233479175676,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
West / Biden W139::opp,West / Biden W139,0.05865688887336611,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
Northeast / Biden W125::co,Northeast / Biden W125,0.6593529718818238,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
Northeast / Biden W125::opp,Northeast / Biden W125,0.07563141632419919,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,opp,,,0.0,1.0,True,1.0,1.0,,,,,,,
South / Biden W125::co,South / Biden W125,0.6648556113185049,multidim_alg1,0.1,0.0025000000000000005,0.005000000000000001,0.0425,bonf_split,co,,,0.0,1.0,True,1.0,1.0,,,,,,,
