task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg1,0.15,0.015,0.03,0.105,prop_127,7907,7907,-0.05706604287536082,0.292791125641782,True,0.3498571685171428,0.3498571685171428,0.07041357006767313,0.18041854751726782,-0.12747961294303395,0.1123725781245142,0.1100049774495947,0.08654076074920425,0.1533114303183439,11.194109011634678,-9.913387009929433,50.86302808658705,0.03190316655651788,0.09697377614118374,5.542147676294433,16.846070346974926,37,9,51,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg1,0.15,0.015,0.03,0.105,prop_127,9552,9552,0.14790598127928356,0.4770448291629806,True,0.329138847883697,0.329138847883697,0.26333951599307914,0.36414471434066176,-0.1154335347137956,0.11290011482231882,0.10080519834758261,0.08576767731748114,0.14256597221863326,58.39384812135388,25.693900604031406,82.87117477038477,0.3062699165143346,0.3660141045196044,53.20453388605805,63.58316235664971,7,1,25,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg1,0.15,0.015,0.03,0.105,prop_127,9533,9533,0.1435114066045944,0.4826312490153436,True,0.3391198424107492,0.3391198424107492,0.273369719036771,0.3743730214791303,-0.12985831243217658,0.10825822753621328,0.10100330244235933,0.08553655930804238,0.15257998066034748,58.44714496050263,24.930484791419698,83.84163529657519,0.30653576107747355,0.3663618624931035,53.250715816784144,63.6435741042211,5,1,25,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg1,0.15,0.015,0.03,0.105,prop_127,11514,11514,-0.2733143092990753,0.05668543153309982,True,0.3299997408321751,0.3299997408321751,-0.14089783650740417,-0.04954331440703824,-0.13241647279167112,0.10622874594013806,0.09135452210036593,0.08737597131623692,0.15126924741557227,-19.1448094325094,-47.47955854151481,9.847268047651937,-0.13725430554498183,-0.08315845849255787,-23.843515006259402,-14.446103858759397,60,40,70,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,alg1,0.15,0.015,0.03,0.105,prop_127,7382,7382,-0.012945107555733082,0.34313462870457945,True,0.35607973626031253,0.35607973626031253,0.1135194306647784,0.22746498024302178,-0.12646453822051149,0.11566964846155765,0.11394554957824338,0.08900627217109702,0.15312791451097213,25.644109545624005,-2.248795511639588,59.608590318528,0.11392054366201028,0.18131817815229045,19.790025395131813,31.4981936961162,25,4,46,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,alg1,0.15,0.015,0.03,0.105,prop_127,9097,9097,-0.16209535875985326,0.17712317682905765,True,0.3392185355889109,0.3392185355889109,-0.03487305177112475,0.06765200987695474,-0.1272223069887285,0.10947116695210292,0.1025250616480795,0.08294502037712398,0.15374845356370742,-2.06973965371039,-28.15884794061288,30.76944732561346,-0.042266330067860826,0.01843757170279981,-7.3424135675093805,3.2029342600886004,49,21,65,True,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,alg1,0.15,0.015,0.03,0.105,prop_127,6096,6096,-0.12681828746962437,0.23162755346641944,True,0.3584458409360438,0.3584458409360438,-0.0039294771585696026,0.12125729732081113,-0.12288881031105475,0.1103702561456083,0.12518677447938073,0.08536312640609584,0.14789594005056722,-2.818193412535131,-22.030592980991266,40.23782733088656,-0.053294617623329106,0.02084896691894205,-9.258223339582251,3.62183651451199,49,16,62,True,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,alg1,0.15,0.015,0.03,0.105,prop_127,11296,11296,0.019109216658767386,0.34205043619995223,True,0.3229412195411848,0.3229412195411848,0.14153405301327077,0.23372686964520706,-0.12242483635450338,0.1083235665547452,0.09219281663193629,0.09679218883611423,0.13395621407313435,45.65688543768911,3.3196109393585482,59.42024678969582,0.23545445901988513,0.2901898599869143,40.90262891674058,50.41114195863766,12,5,42,True,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,alg1,0.15,0.015,0.03,0.105,prop_127,11577,11577,0.016969558831216702,0.335069099367232,True,0.3180995405360153,0.3180995405360153,0.1386769475064246,0.22972578397457058,-0.12170738867520789,0.10534331539266144,0.09104883646814599,0.077331716301138,0.14971898776673132,37.804626782081286,2.9479143042920035,58.20746436459249,0.19064641918149267,0.24459543119162647,33.11867513805461,42.49057842610796,16,8,42,True,74
gpt-5.5-xhigh,gpt-5.5-xhigh,0.21203141446071877,alg1,0.15,0.015,0.03,0.105,prop_127,4590,4590,-0.021786815150483238,0.34303166981924993,True,0.3648184849697332,0.3648184849697332,0.09658336454331619,0.24117926477420665,-0.11837017969379943,0.10185240504504325,0.14459590023089047,0.06996535290543124,0.15025723183341144,36.833629316172605,-3.784757439240414,59.5907045282234,0.16917972024245195,0.25488310867898556,29.3895275804931,44.27773105185211,18,5,50,True,74
