task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,7907,7907,-0.06445393173840214,0.29905306298749745,True,0.3635069947258996,0.3635069947258996,0.06716978269276519,0.18366233489217576,-0.13162371443116733,0.11539072809532169,0.11649255219941057,0.09370301220814511,0.1533114303183439,11.194109011634678,-11.196794756382767,51.9508380206943,0.02726261575136775,0.10161432694633386,4.7360014332270755,17.652216590042283,37,9,52,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9552,9552,0.1417822826741773,0.48348428431748874,True,0.34170200164331144,0.34170200164331144,0.2603670084092763,0.3671172219244646,-0.11858472573509897,0.11636706239302413,0.10675021351518832,0.09238581590948985,0.14256597221863326,58.39384812135388,24.630105198816892,83.9898227064113,0.30200922276149433,0.3702747982724447,52.46437557168278,64.32332067102499,7,1,25,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9533,9533,0.1367235873202392,0.48795919356843453,True,0.35123560624819533,0.35123560624819533,0.2703913698303757,0.3773513706855256,-0.1336677825101365,0.11060782288290895,0.1069600008551499,0.09169562473269796,0.15257998066034748,58.44714496050263,23.751319807678918,84.76719406429274,0.3022692256190641,0.3706283979515129,52.50954269421143,64.38474722679382,5,1,25,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,11514,11514,-0.2800146526269579,0.0628679466871786,True,0.3428825993141365,0.3428825993141365,-0.1435916659349471,-0.046849484979495315,-0.13642298669201083,0.10971743166667391,0.09674218095545178,0.09487117094311248,0.15126924741557227,-19.1448094325094,-48.643527395177486,10.921280933931795,-0.14111218436610728,-0.07930057967143243,-24.513697199805886,-13.775921665212916,60,38,70,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,7382,7382,-0.019783475273424084,0.3502121753096589,True,0.36999565058308304,0.36999565058308304,0.11015944511032283,0.23082496579747735,-0.1299429203837469,0.11938720951218156,0.12066552068715453,0.09620221538495632,0.15312791451097213,25.644109545624005,-3.4367416576470022,60.83808609292765,0.10911403963514794,0.1861246821791528,18.955050124686984,32.333168966561026,25,4,48,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,9097,9097,-0.16846887493320567,0.18337571350852372,True,0.3518445884417294,0.3518445884417294,-0.03789627406793476,0.07067523217376476,-0.13057260086527092,0.11270048133475896,0.10857150624169952,0.08952462863632246,0.15374845356370742,-2.06973965371039,-29.266041102376114,31.855624196729377,-0.046595466402000484,0.02276670803693947,-8.09446157603887,3.95498226861809,49,21,66,True,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,6096,6096,-0.13412608004563736,0.23896992292963326,True,0.3730960029752706,0.3730960029752706,-0.007620939926676895,0.12494876008891842,-0.12650514011896047,0.11402116284071484,0.13256970001559532,0.09263036290910809,0.14789594005056722,-2.818193412535131,-23.300086577253666,41.51332754767404,-0.05858221325429786,0.026136562549910806,-10.17677278160844,4.540385956538179,49,15,63,True,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,11296,11296,0.012972163353957511,0.3483200081568583,True,0.3353478448029008,0.3353478448029008,0.13881550425683015,0.23644541840164768,-0.12584334090287264,0.11187458975521065,0.09762991414481753,0.10376171658494893,0.13395621407313435,45.65688543768911,2.2534955851885305,60.509382991607694,0.2315509700154173,0.2940933489913821,40.224523422816425,51.08924745256181,12,4,43,True,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,11577,11577,0.010443700842505954,0.33979534458514155,True,0.3293516437426356,0.3293516437426356,0.13599213202731814,0.23241059945367704,-0.12554843118481218,0.10738474513146451,0.0964184674263589,0.08321418854954538,0.14971898776673132,37.804626782081286,1.814256658619471,59.02849725189639,0.1867990119923079,0.24844283838081124,32.45031205329547,43.158941510867095,16,5,44,True,74
gpt-5.5-xhigh,gpt-5.5-xhigh,0.21203141446071877,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,4590,4590,-0.029177919053147303,0.3492060098612769,True,0.37838392891442424,0.37838392891442424,0.09231957242675194,0.2454430568907709,-0.12149749147989924,0.103762952970506,0.15312348446401897,0.0750032126169938,0.15025723183341144,36.833629316172605,-5.068723695280651,60.663297252082046,0.16306773004055022,0.2609950988808873,28.327766133240036,45.33949249910517,18,4,50,True,74
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.23239876229690287,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,6319,6319,-0.018624092915150256,0.35818588611448593,True,0.3768099790296362,0.3768099790296362,0.10615370581199134,0.23661434215221588,-0.12477779872714159,0.12157154396227005,0.13046063634022453,0.09480091951859668,0.15154842317081496,40.37180002667616,-3.235336313401281,62.223261534059134,0.19065073309990907,0.27414679149389665,33.11942454244006,47.62417551091226,15,3,49,True,74
deepseek-v4-ch3-text,deepseek-v4-ch3-text,0.018084013134240497,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,6783,6783,-0.13921635443494895,0.22479590228437019,True,0.36401225671931914,0.36401225671931914,-0.010434870064220517,0.11524870986617376,-0.12878148437072842,0.10954719241819641,0.12568357993039428,0.08755485939023999,0.15077381739868484,3.141514845946631,-24.184357808714253,39.05104796662583,-0.022052050168698788,0.05822007643717978,-3.8308334811678226,10.113863173061086,43,16,64,True,74
deepseek-v4-ch3-thinking-text,deepseek-v4-ch3-thinking-text,-0.05540809104129069,alg1,0.1,0.010000000000000002,0.020000000000000004,0.06999999999999999,prop_127,6563,6563,-0.18552940367463655,0.16909190993288964,True,0.3546213136075262,0.3546213136075262,-0.06467958055264694,0.06314603232346375,-0.12084982312198961,0.10594587760942589,0.1278256128761107,0.08008920978646475,0.14670649094495075,-9.62537127681022,-32.229758498678216,29.37427336733425,-0.09626491996957476,-0.01455126211300662,-16.722929417457788,-2.527813136162651,52,22,68,True,74
