task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,7907,7907,-0.041767015389148954,0.28683220106572277,True,0.3285992164548717,0.3285992164548717,0.07281121405813351,0.17802090352680744,-0.11457822944728246,0.10881129753891533,0.10520968946867393,0.09422068166525321,0.12916884532094458,11.194109011634678,-7.255673723630236,49.82785686200297,0.03547372022402624,0.09340322247367537,6.162416378349754,16.225801644919606,37,10,50,True,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,9552,9552,0.15517798014808562,0.46577921610682393,True,0.31060123595873834,0.31060123595873834,0.2655366436470164,0.3619475866867245,-0.11035866349893078,0.10383162942009946,0.0964109430397081,0.08324787031816294,0.1309424226008673,58.39384812135388,26.957176196482376,80.91413733616635,0.30954819884419305,0.362735822189746,53.77402985644944,63.01366638625832,7,1,22,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,9533,9533,0.1671252688179241,0.4761291493984364,True,0.3090038805805123,0.3090038805805123,0.2755711645234404,0.3721715759924609,-0.10844589570551628,0.10395757340597547,0.09660041146902054,0.08689263639168818,0.1255108327198036,58.44714496050263,29.032632813688817,82.71210490281197,0.30981853815895094,0.3630790854116261,53.82099260550578,63.07329731549947,5,1,21,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,11514,11514,-0.26154731966396927,0.05050106205993033,True,0.3120483817238996,0.3120483817238996,-0.1389066936882923,-0.05153445722615011,-0.12264062597567696,0.10203551928608044,0.0873722364621422,0.09078247539798495,0.13389366986377244,-19.1448094325094,-45.43542307465909,8.772933033152563,-0.13428595890856856,-0.08612680512897114,-23.32786038043126,-14.961758484587541,60,41,70,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,7382,7382,-0.0005379429846942146,0.3231506732464819,True,0.3236886162311761,0.3236886162311761,0.1160029624877922,0.224981448420008,-0.11654090547248641,0.09816922482647389,0.1089784859322158,0.07905034277068679,0.1356597875282735,25.644109545624005,-0.09345026793250515,56.13702168570715,0.11761878581075708,0.17761993600354364,20.432475858308916,30.855743232939094,25,8,46,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,9097,9097,-0.1469103497345505,0.1713035106328541,True,0.3182138603674046,0.3182138603674046,-0.032638438359702204,0.0654173964655322,-0.1142719113748483,0.10588611416732191,0.0980558348252344,0.0862221108444825,0.1339359146976877,-2.06973965371039,-25.520941689676857,29.758467759401423,-0.038935386336385824,0.015106627971324806,-6.763769374665452,2.6242900672446714,49,22,64,True,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,6096,6096,-0.10332006266979389,0.22618072904478465,True,0.3295007917145785,0.3295007917145785,-0.0012009341010234958,0.11852875426326502,-0.1021191285687704,0.10765197478151961,0.11972968836428852,0.08981341004836817,0.11995769330192184,-2.818193412535131,-17.94853323495586,39.29161701480181,-0.049226211788507966,0.01678056108412091,-8.551468857899925,2.9150820328296643,49,16,59,True,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,11296,11296,0.03340276760579623,0.3333037437246924,True,0.29990097611889616,0.29990097611889616,0.14354346711330515,0.23171745554517267,-0.11014069950750892,0.1015862881795197,0.08817398843186752,0.0909039045478541,0.12082308313917453,45.65688543768911,5.8026550605975995,57.900790678931806,0.23845789925062522,0.2871864197561742,41.42437992431524,49.88939095106299,12,8,41,True,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,11577,11577,0.0256721695417525,0.32542620134700795,True,0.29975403180525545,0.29975403180525545,0.14066142766957257,0.2277413038114226,-0.11498925812782007,0.09768489753558535,0.08707987614185003,0.08210679733725468,0.13056735832615074,37.804626782081286,4.4597126281871375,56.53232140469685,0.19360670868731944,0.2416351416857997,33.63293009694128,41.97632346722129,16,8,41,True,74
gpt-5.5-xhigh,gpt-5.5-xhigh,0.21203141446071877,alg1,0.2,0.020000000000000004,0.04000000000000001,0.13999999999999999,prop_127,4590,4590,-0.010941410464525597,0.3360332512368729,True,0.34697466170139846,0.34697466170139846,0.09973494458334356,0.23802768473417926,-0.11067635504786916,0.09800556650269365,0.1382927401508357,0.08399806963018902,0.12468385192037379,36.833629316172605,-1.9007176755927848,58.37495469927319,0.1738824354905979,0.25018039343083964,30.20647289338593,43.46078573895928,18,7,46,True,74
