task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,coord,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
South / Biden W149::co,South / Biden W149,0.5973836733356434,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.25825027279828194,0.8633484771260443,True,0.6050982043277624,0.6050982043277624,,,,,,,
South / Biden W149::opp,South / Biden W149,0.04417623574448207,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.16964637936356558,True,0.16964637936356558,0.16964637936356558,,,,,,,
Midwest / Biden W149::co,Midwest / Biden W149,0.6099585279779819,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.2923151111624269,0.9176265139963495,True,0.6253114028339226,0.6253114028339226,,,,,,,
Midwest / Biden W149::opp,Midwest / Biden W149,0.039139143758850796,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.1768941266602011,True,0.1768941266602011,0.1768941266602011,,,,,,,
South / Biden W156::co,South / Biden W156,0.6125975811257252,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.18614885050937285,0.8087863571856518,True,0.622637506676279,0.622637506676279,,,,,,,
South / Biden W156::opp,South / Biden W156,0.05688908643238294,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.1736294360296999,True,0.1736294360296999,0.1736294360296999,,,,,,,
West / Biden W149::co,West / Biden W149,0.617940057909757,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.3539207679886389,0.9731297512014991,True,0.6192089832128602,0.6192089832128602,,,,,,,
West / Biden W149::opp,West / Biden W149,0.041799723221564535,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.17958502515348646,True,0.17958502515348646,0.17958502515348646,,,,,,,
Northeast / Biden W149::co,Northeast / Biden W149,0.6325217537821152,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.3574504655088506,0.9840558595811784,True,0.6266053940723277,0.6266053940723277,,,,,,,
Northeast / Biden W149::opp,Northeast / Biden W149,0.059883876544977066,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.17333063148981884,True,0.17333063148981884,0.17333063148981884,,,,,,,
Midwest / Biden W156::co,Midwest / Biden W156,0.6654436987529329,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.23064439109447354,0.8920294177708123,True,0.6613850266763388,0.6613850266763388,,,,,,,
Midwest / Biden W156::opp,Midwest / Biden W156,0.051092296193183055,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.17477136634889587,True,0.17477136634889587,0.17477136634889587,,,,,,,
Northeast / Biden W156::co,Northeast / Biden W156,0.6655235999153721,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.2700091594246834,0.9312265943471141,True,0.6612174349224307,0.6612174349224307,,,,,,,
Northeast / Biden W156::opp,Northeast / Biden W156,0.06378321587292908,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.1737109399305754,True,0.1737109399305754,0.1737109399305754,,,,,,,
West / Biden W156::co,West / Biden W156,0.6743041797622678,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,co,,,0.242329135107333,0.8822218540919068,True,0.6398927189845738,0.6398927189845738,,,,,,,
West / Biden W156::opp,West / Biden W156,0.10109602804858463,multidim_alg1,0.2,0.005000000000000001,0.010000000000000002,0.085,bonf_split,opp,,,0.0,0.19363626147769195,True,0.19363626147769195,0.19363626147769195,,,,,,,
