task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,coord,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
South / Biden W149::co,South / Biden W149,0.5973836733356434,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.8978088767759705,0.9306129230377899,False,0.03280404626181932,0.03280404626181932,0.8978088767759705,0.9306129230377899,0.0,0.0,0.03280404626181932,0.0,0.0
South / Biden W149::opp,South / Biden W149,0.04417623574448207,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,-6.425916862649525e-05,0.0005105568883716679,False,0.0005748160569981632,0.0005105568883716679,-6.425916862649525e-05,0.0005105568883716679,0.0,0.0,0.0005748160569981632,0.0,0.0
Midwest / Biden W149::co,Midwest / Biden W149,0.6099585279779819,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9099003842161316,0.949346420515785,False,0.039446036299653375,0.039446036299653375,0.9099003842161316,0.949346420515785,0.0,0.0,0.039446036299653375,0.0,0.0
Midwest / Biden W149::opp,Midwest / Biden W149,0.039139143758850796,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South / Biden W156::co,South / Biden W156,0.6125975811257252,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9421211322298094,0.9701225860970965,False,0.02800145386728703,0.02800145386728703,0.9421211322298094,0.9701225860970965,0.0,0.0,0.02800145386728703,0.0,0.0
South / Biden W156::opp,South / Biden W156,0.05688908643238294,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West / Biden W149::co,West / Biden W149,0.617940057909757,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9362366797137753,0.9690961845499024,False,0.032859504836127096,0.032859504836127096,0.9362366797137753,0.9690961845499024,0.0,0.0,0.032859504836127096,0.0,0.0
West / Biden W149::opp,West / Biden W149,0.041799723221564535,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northeast / Biden W149::co,Northeast / Biden W149,0.6325217537821152,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9293297949867958,0.9667625945665399,False,0.0374327995797441,0.0374327995797441,0.9293297949867958,0.9667625945665399,0.0,0.0,0.0374327995797441,0.0,0.0
Northeast / Biden W149::opp,Northeast / Biden W149,0.059883876544977066,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midwest / Biden W156::co,Midwest / Biden W156,0.6654436987529329,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9508040148547316,0.9811552944880837,False,0.030351279633352046,0.030351279633352046,0.9508040148547316,0.9811552944880837,0.0,0.0,0.030351279633352046,0.0,0.0
Midwest / Biden W156::opp,Midwest / Biden W156,0.051092296193183055,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northeast / Biden W156::co,Northeast / Biden W156,0.6655235999153721,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9652723871680855,0.9916002094811545,False,0.02632782231306896,0.02632782231306896,0.9652723871680855,0.9916002094811545,0.0,0.0,0.02632782231306896,0.0,0.0
Northeast / Biden W156::opp,Northeast / Biden W156,0.06378321587292908,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West / Biden W156::co,West / Biden W156,0.6743041797622678,synth_only,0.15,0.15,0.0,0.0,bonf_split,co,,,0.9679880260700519,0.993083724806325,False,0.025095698736273153,0.025095698736273153,0.9679880260700519,0.993083724806325,0.0,0.0,0.025095698736273153,0.0,0.0
West / Biden W156::opp,West / Biden W156,0.10109602804858463,synth_only,0.15,0.15,0.0,0.0,bonf_split,opp,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
