task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
2020:Asian Americans / Democrat,Asian Americans / Democrat,76.85927770859277,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,803,803,60.18882132557009,89.86055340620436,True,29.67173208063427,29.67173208063427,75.5089632609071,76.26327195896819,-15.32014193533701,13.597281447236176,0.7543086980610951,4.270869464740322,24.64655391783286
2020:Black Americans / Democrat,Black Americans / Democrat,79.29751552795031,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1610,1610,70.24953400738228,99.64942486487996,True,29.39989085749768,29.39989085749768,85.56967594271929,86.05214341764379,-15.32014193533701,13.597281447236176,0.4824674749245048,4.270869464740322,24.64655391783286
2020:Christians / Democrat,Christians / Democrat,64.73093093093092,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1665,1665,48.07424385328255,77.70659894276105,True,29.632355089478494,29.632355089478494,63.39438578861956,64.10931749552488,-15.32014193533701,13.597281447236176,0.7149317069053183,4.270869464740322,24.64655391783286
2020:Conservatives / Democrat,Conservatives / Democrat,35.64436407474382,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1659,1659,13.00520825749226,43.02060145525349,True,30.01539319776123,30.01539319776123,28.32535019282927,29.423320008017313,-15.32014193533701,13.597281447236176,1.0979698151880442,4.270869464740322,24.64655391783286
2020:Democratic Party / Democrat,Democratic Party / Democrat,74.37744276940256,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1791,1791,68.35803075861129,98.1686657790504,True,29.810635020439108,29.810635020439108,83.6781726939483,84.57138433181423,-15.32014193533701,13.597281447236176,0.8932116378659316,4.270869464740322,24.64655391783286
2020:Gays and Lesbians / Democrat,Gays and Lesbians / Democrat,78.59603841536615,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1666,1666,73.68455099104428,103.203750862058,True,29.519199871013726,26.315449008955724,89.00469292638128,89.60646941482183,-15.32014193533701,13.597281447236176,0.6017764884405494,4.270869464740322,24.64655391783286
2020:Jews / Democrat,Jews / Democrat,78.18083182640144,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1659,1659,60.55367778422571,90.12947595085981,True,29.5757981666341,29.5757981666341,75.87381971956272,76.53219450362364,-15.32014193533701,13.597281447236176,0.6583747840609249,4.270869464740322,24.64655391783286
2020:Liberals / Democrat,Liberals / Democrat,74.21308523409364,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1666,1666,69.5505412769914,99.40569092642981,True,29.855149649438417,29.855149649438417,84.8706832123284,85.80840947919364,-15.32014193533701,13.597281447236176,0.9377262668652406,4.270869464740322,24.64655391783286
2020:Muslims / Democrat,Muslims / Democrat,70.39203860072377,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1658,1658,54.42106980833286,84.13917892463425,True,29.71810911630139,29.71810911630139,69.74121174366987,70.54189747739808,-15.32014193533701,13.597281447236176,0.8006857337282156,4.270869464740322,24.64655391783286
2020:Republican Party / Democrat,Republican Party / Democrat,16.80891364902507,alg1,0.15,0.005,0.005,0.13999999999999999,abs_005_005,1795,1795,8.583801366143675,38.4475185384508,True,29.863717172307126,29.863717172307126,23.903943301480684,24.850237091214627,-15.32014193533701,13.597281447236176,0.946293789733943,4.270869464740322,24.64655391783286
