task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,n_j,N_j,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3,Elo_truth,Elo_L,Elo_U,theta_L,theta_U,Elo_theta_L,Elo_theta_U,rank,rank_L,rank_U,rank_covered,n_models
qwen3.6-plus-text,qwen3.6-plus-text,0.0644384713488508,synth_only,0.2,0.2,0.0,0.0,prop_127,7907,7907,0.09643680685994689,0.15439531072499407,False,0.05795850386504718,0.05795850386504718,0.09643680685994689,0.15439531072499407,0.0,0.0,0.05795850386504718,0.0,0.0,11.194109011634678,16.75278922865784,26.821212591841153,0.03547372022402624,0.09340322247367537,6.162416378349754,16.225801644919606,37,23,35,False,74
claude-opus-4-7,claude-opus-4-7,0.3361420105169695,synth_only,0.2,0.2,0.0,0.0,prop_127,9552,9552,0.28718641462721844,0.34029781570652246,True,0.05311140107930401,0.05311140107930401,0.28718641462721844,0.34029781570652246,0.0,0.0,0.05311140107930401,0.0,0.0,58.39384812135388,49.88939006007212,59.11578542602898,0.30954819884419305,0.362735822189746,53.77402985644944,63.01366638625832,7,5,8,True,74
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.3364488117852885,synth_only,0.2,0.2,0.0,0.0,prop_127,9533,9533,0.29726348200275615,0.35047925851314515,True,0.053215776510389,0.053215776510389,0.29726348200275615,0.35047925851314515,0.0,0.0,0.053215776510389,0.0,0.0,58.44714496050263,51.63995596205744,60.88448319752089,0.30981853815895094,0.3630790854116261,53.82099260550578,63.07329731549947,5,4,8,True,74
grok-4.3-text,grok-4.3-text,-0.11020638201876985,synth_only,0.2,0.2,0.0,0.0,prop_127,11514,11514,-0.11928662930769224,-0.07115452160675018,True,0.04813210770094206,0.04813210770094206,-0.11928662930769224,-0.07115452160675018,0.0,0.0,0.04813210770094206,0.0,0.0,-19.1448094325094,-20.722209949267782,-12.360806438510922,-0.13428595890856856,-0.08612680512897114,-23.32786038043126,-14.961758484587541,60,53,61,True,74
kimi-k2.6-text,kimi-k2.6-text,0.14761936090715036,synth_only,0.2,0.2,0.0,0.0,prop_127,7382,7382,0.14047486565370057,0.2005095452540996,True,0.060034679600399043,0.060034679600399043,0.14047486565370057,0.2005095452540996,0.0,0.0,0.060034679600399043,0.0,0.0,25.644109545624005,24.402983599801118,34.83207562911433,0.11761878581075708,0.17761993600354364,20.432475858308916,30.855743232939094,25,19,25,True,74
mimo-v2.5-text,mimo-v2.5-text,-0.011914379182530507,synth_only,0.2,0.2,0.0,0.0,prop_127,9097,9097,-0.010619295093314815,0.04339825319914481,False,0.054017548292459625,0.054017548292459625,-0.010619295093314815,0.04339825319914481,0.0,0.0,0.054017548292459625,0.0,0.0,-2.06973965371039,-1.8447605042915607,7.539048755451494,-0.038935386336385824,0.015106627971324806,-6.763769374665452,2.6242900672446714,49,42,48,False,74
qwen3.6-27b,qwen3.6-27b,-0.016222825352193528,synth_only,0.2,0.2,0.0,0.0,prop_127,6096,6096,0.025685228930803834,0.0916425912314377,False,0.06595736230063387,0.06595736230063387,0.025685228930803834,0.0916425912314377,0.0,0.0,0.06595736230063387,0.0,0.0,-2.818193412535131,4.461981276427946,15.91994867165149,-0.049226211788507966,0.01678056108412091,-8.551468857899925,2.9150820328296643,49,35,43,False,74
gpt-5.5-high-text,gpt-5.5-high-text,0.2628221595033997,synth_only,0.2,0.2,0.0,0.0,prop_127,11296,11296,0.16334357066767755,0.21191735199080028,False,0.04857378132312273,0.04857378132312273,0.16334357066767755,0.21191735199080028,0.0,0.0,0.04857378132312273,0.0,0.0,45.65688543768911,28.375684558138488,36.813814635661466,0.23845789925062522,0.2871864197561742,41.42437992431524,49.88939095106299,12,17,21,False,74
gpt-5.5-text,gpt-5.5-text,0.21762092518655957,synth_only,0.2,0.2,0.0,0.0,prop_127,11577,11577,0.1602158404365854,0.20818689104440977,False,0.04797105060782436,0.04797105060782436,0.1602158404365854,0.20818689104440977,0.0,0.0,0.04797105060782436,0.0,0.0,37.804626782081286,27.83234216604037,36.165767194072274,0.19360670868731944,0.2416351416857997,33.63293009694128,41.97632346722129,16,17,22,False,74
gpt-5.5-xhigh,gpt-5.5-xhigh,0.21203141446071877,synth_only,0.2,0.2,0.0,0.0,prop_127,4590,4590,0.1307895744634503,0.20697305485407252,False,0.07618348039062223,0.07618348039062223,0.1307895744634503,0.20697305485407252,0.0,0.0,0.07618348039062223,0.0,0.0,36.833629316172605,22.720476191980367,35.9549022503131,0.1738824354905979,0.25018039343083964,30.20647289338593,43.46078573895928,18,18,28,True,74
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.23239876229690287,synth_only,0.2,0.2,0.0,0.0,prop_127,6319,6319,0.13893000373444836,0.20383804422975887,False,0.06490804049531052,0.06490804049531052,0.13893000373444836,0.20383804422975887,0.0,0.0,0.06490804049531052,0.0,0.0,40.37180002667616,24.134613597067638,35.4102951243741,0.19987170256395342,0.2649258220298523,34.7212710048532,46.022329048499124,15,18,25,False,74
deepseek-v4-ch3-text,deepseek-v4-ch3-text,0.018084013134240497,synth_only,0.2,0.2,0.0,0.0,prop_127,6783,6783,0.021141263360551117,0.08367257644140214,False,0.06253131308085103,0.06253131308085103,0.021141263360551117,0.08367257644140214,0.0,0.0,0.06253131308085103,0.0,0.0,3.141514845946631,3.672613607180299,14.53541529405159,-0.013187118787698321,0.049355145056179314,-2.2908371686800324,8.573866860573295,43,35,43,True,74
