task_id,label,theta,algo,alpha,alloc,L,U,covered,width,width_clip
model-61,model-61,0.5789872322008224,synth_only,0.1,prop_127,0.5708204902914906,0.5774927263323351,False,0.006672236040844437,0.006672236040844437
model-19,model-19,0.5,synth_only,0.1,prop_127,0.4900910512721338,0.4981618511044537,False,0.008070799832319897,0.008070799832319897
claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,0.4531099967993172,synth_only,0.1,prop_127,0.4620115753481478,0.4674274261247922,False,0.005415850776644415,0.005415850776644415
claude-opus-4-5-20251101,claude-opus-4-5-20251101,0.5285029302077784,synth_only,0.1,prop_127,0.5270818420236985,0.532323609348192,True,0.005241767324493551,0.005241767324493551
claude-opus-4-6,claude-opus-4-6,0.5888912832668893,synth_only,0.1,prop_127,0.5778509844353608,0.5829696393477541,False,0.005118654912393383,0.005118654912393383
claude-opus-4-6-thinking,claude-opus-4-6-thinking,0.596816522136011,synth_only,0.1,prop_127,0.586685148125635,0.5917774064499775,False,0.005092258324342458,0.005092258324342458
claude-opus-4-7,claude-opus-4-7,0.5681009212730318,synth_only,0.1,prop_127,0.5602529906846256,0.5650413742183482,False,0.004788383533722573,0.004788383533722573
claude-opus-4-7-thinking,claude-opus-4-7-thinking,0.5697576838350992,synth_only,0.1,prop_127,0.5642932629437155,0.5691059053704498,False,0.004812642426734293,0.004812642426734293
claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,0.528042442615851,synth_only,0.1,prop_127,0.5214581735365414,0.5265790868421331,False,0.005120913305591612,0.005120913305591612
claude-sonnet-4-5-20250929-thinking-32k,claude-sonnet-4-5-20250929-thinking-32k,0.5146166574738004,synth_only,0.1,prop_127,0.5130109078649405,0.5183767299166373,True,0.005365822051696778,0.005365822051696778
claude-sonnet-4-6,claude-sonnet-4-6,0.5379706445437141,synth_only,0.1,prop_127,0.5317204845010435,0.5370133911063268,False,0.005292906605283365,0.005292906605283365
model-46,model-46,0.5579974271012007,synth_only,0.1,prop_127,0.5714806212856575,0.578396730625136,False,0.0069161093394785045,0.0069161093394785045
model-32,model-32,0.4424595941183619,synth_only,0.1,prop_127,0.4462152337766396,0.4521413803264869,False,0.0059261465498473,0.0059261465498473
